Source,Target,Id,duplicate,UMich,ASU,IUB,IUPUI,Dist2Air,MASS,Seats0Stop,Seats1Stop,Seats2Stop,Seats3Stop,Lines0Stop,Lines1Stop,Lines2Stop,Lines3Stop,GeoDist,CollabPaper
"n0","n1369","e22127",1,1,,,,2.7989560110341665,77.0,0.0,0.0,0.0,1902.2542234083292,0.0,0.0,0.0,9.356122980396034,7904.67458368194,2.0
"n0","n1370","e53661",1,1,,,,12.754414314678101,1494.0,0.0,0.0,2075.9131440242054,17698.257564417152,0.0,0.0,11.676544921628004,98.7936142933523,4073.0437236889384,1.0
"n0","n1372","e41285",1,1,,,,4.842825259971578,109.0,0.0,559.5855609288002,2943.922345414899,104847.70886480532,0.0,4.47213595499958,20.47343793238347,128.57345850323478,1608.3297906824712,1.0
"n0","n1375","e22271",1,1,,,,7.7147273270148915,71.0,0.0,1192.7028129421008,4603.517570997627,165581.58514146262,0.0,4.69041575982343,20.126503612205585,144.0640584030384,5811.858067185065,1.0
"n0","n1377","e44868",1,1,,,,58.62736103069132,926.0,0.0,507.7318846267848,3362.0010794178716,111927.87575241225,0.0,2.449489742783178,18.427323631767678,137.26586823595403,3952.0145030041076,3.0
"n0","n1379","e22334",1,1,,,,2.0887325475937573,252.0,0.0,0.0,1735.4022241690384,14224.220979850228,0.0,0.0,7.4530399137208345,63.19005565403147,7186.661545193037,2.0
"n0","n1380","e22345",1,1,,,,34.50411654661887,1.0,0.0,0.0,1041.9654339448405,7974.576132531769,0.0,0.0,5.104468722001463,39.19959965161301,7097.835117352833,2.0
"n0","n1381","e56770",1,1,,,,1.365065074873871,1816.0,0.0,0.0,2366.612633798025,24201.192589771035,0.0,0.0,12.964399639206173,106.21244055148738,4368.457203023334,6.0
"n0","n1382","e22387",1,1,,,, , , , , , , , , ,no node match,merged,deleted
"n0","n1383","e22406",1,1,,,,22.842369060132786,6864.0,0.0,0.0,2108.586812609528,22028.151132099738,0.0,0.0,12.053006257385807,94.32288561095622,4195.225232839966,6.0
"n0","n1386","e22431",1,1,,,,38.672480095298795,141.0,0.0,0.0,1495.4478332548972,13819.860525467977,0.0,0.0,8.118041379299234,60.52247020748776,4137.648829861973,7.0
"n0","n1388","e22538",1,1,,,,56.02502250691015,261.0,0.0,547.7499429484224,2775.5435608410216,103111.8073060138,0.0,4.242640687119285,19.577339158309076,125.57689450017332,104.12901034492258,6.0
"n0","n1389","e22539",1,1,,,,8.966310811303897,452.0,120.0,1452.639611197766,5457.802678060314,164933.55888047832,1.0,11.392304845413264,39.52728237535874,212.22043738027398,160.06680762125123,3.0
"n0","n1392","e25270",1,1,,,,6.14916694673125,1793.0,0.0,257.9922479455536,1758.3886891345535,70753.2592078816,0.0,1.0,7.723950813597926,60.902731823900226,6718.920273249446,8.0
"n0","n1393","e22587",1,1,,,,8.338599554350576,36285.0,0.0,1753.7376751764596,7327.347050920912,253770.78505824154,0.0,8.12403840463596,36.528871279188905,233.53038186207064,5265.576799499445,1.0
"n0","n1395","e31641",1,1,,,,14.978871339372285,2275.0,1079.5,7266.706762299483,19535.076621512464,1286537.3377652464,4.0,31.367864366808018,87.62992268702932,498.69679176868027,3756.218341608591,3.0
"n0","n1396","e22723",1,1,,,,2.103503794497681,857.0,0.0,0.0,1139.0408029686719,9525.89955537947,0.0,0.0,6.709172852081068,54.86974550072005,4326.991360671662,6.0
"n0","n1397","e43813",1,1,,,,7.6187519381548885,1184.0,0.0,508.36207569015215,2196.460393491853,99037.86650534923,0.0,2.449489742783178,10.869735690729748,83.853476079075,6571.4278085831365,6.0
"n0","n1398","e52409",1,1,,,,37.243894381467534,84.0,0.0,2138.067955733244,8160.638498876364,268114.5324164773,0.0,10.816653826391969,42.210518504586545,263.0845300693856,4277.58179478228,1.0
"n0","n1400","e22816",1,1,,,,2.6630965669278184,69.0,0.0,479.5998331942996,2354.7509780329506,96216.3912039341,0.0,3.7416573867739413,16.324046489886516,105.17645642164896,1605.6379273026641,1.0
"n0","n1401","e22844",1,1,,,,38.49768523583821,1.0,0.0,0.0,834.1554942305517,4915.998607045559,0.0,0.0,3.8708766406277966,24.039178655457306,6704.0632990684935,1.0
"n0","n1402","e22888",1,1,,,,1.717414741148564,6403.0,0.0,665.6387909369465,4717.403613622191,147905.3875700599,0.0,3.3166247903554,25.346886176505286,175.35936868109758,4210.82102181491,8.0
"n0","n1403","e32450",1,1,,,,5.058893412003373,312.0,0.0,366.742416417845,2118.7711537143155,88646.94851290845,0.0,2.0,12.079368399158984,94.85919943069794,3866.9491683256115,4.0
"n0","n1404","e22943",1,1,,,,26.81249348708424,5160.0,0.0,0.0,1385.4701545183646,12891.31472730359,0.0,0.0,7.416859538532378,69.50719307220572,4092.32921826415,9.0
"n0","n1406","e22965",1,1,,,,7.223525119651384,7059.0,0.0,686.5056445507204,3548.8984173235867,121454.69156639415,0.0,3.4641016151377544,19.219495753070515,136.31723222175034,4352.15837170989,7.0
"n0","n1408","e23036",1,1,,,,52.93655396466818,54.0,0.0,0.0,633.5060587680139,5419.720490977702,0.0,0.0,4.121285299808556,32.49504392127272,4169.874936691909,4.0
"n0","n1409","e26765",1,1,,,,43.75000689487669,278.0,0.0,717.5792639144473,3547.099001964489,124433.42355574403,0.0,3.872983346207417,19.71916559103327,141.4237258184187,4021.565155903089,1.0
"n0","n1410","e58715",1,1,,,,33.74318191718581,1884.0,0.0,717.5792639144473,3547.099001964489,124433.42355574403,0.0,3.872983346207417,19.71916559103327,141.4237258184187,4040.37789065395,1.0
"n0","n1412","e29582",1,1,,,,7.250087055216403,1040.0,120.0,1612.783766993733,5988.3173810029675,177405.44412979358,1.0,12.575836902790225,42.45199302945116,226.24022295726655,719.7104585777457,6.0
"n0","n1413","e29177",1,1,,,,3.6023948543864677,4246.0,0.0,0.0,1158.37137681353,10310.607356080745,0.0,0.0,6.518683915173769,58.866536939492676,3956.923528676053,7.0
"n0","n1414","e23081",1,1,,,,44.85550575285852,139.0,0.0,0.0,1576.635509131066,12945.35996472041,0.0,0.0,8.097758867857012,68.46750142936021,5185.990050577207,1.0
"n0","n1415","e23193",1,1,,,,17.676657153482257,1764.0,0.0,0.0,1553.1244414727632,23706.010396660717,0.0,0.0,7.617411603093271,65.99635728952667,5812.588587703346,18.0
"n0","n1416","e23223",1,1,,,,22.889463501283966,124.0,0.0,1236.6793575269755,5585.540418081267,172673.89706886222,0.0,5.291502622129181,25.372838067668326,164.42895183458336,5914.064984776377,2.0
"n0","n1418","e23264",1,1,,,,3.256273774641595,5477.0,0.0,0.0,1194.0756018583534,14699.473840020262,0.0,0.0,7.006796120773448,57.64022531659894,3997.478162834959,17.0
"n0","n1419","e23268",1,1,,,,12.991422337115472,780.0,0.0,0.0,1382.7574179447677,16420.389535465347,0.0,0.0,6.626705387476669,59.31623863147062,5822.6895465604075,3.0
"n0","n1420","e23286",1,1,,,,12.969240666133373,14134.0,0.0,2222.287991387855,8502.698674996125,267314.7906988882,0.0,9.848857801796104,39.5117506152456,245.65658385344594,5997.6285153591425,3.0
"n0","n1422","e42949",1,1,,,,46.450784064315044,13.0,0.0,0.0,260.4455870032704,1123.5694918622094,0.0,0.0,2.0,8.42679958113887,699.2519835119414,1.0
"n0","n1423","e23474",1,1,,,,2.294222095664202,759.0,0.0,0.0,750.4536277960023,6027.0652493304615,0.0,0.0,3.5568933044900626,27.671393233917055,9161.589992178324,5.0
"n0","n1424","e23548",26,1,,,,42.79821719504075,1.0,0.0,657.2670690061993,2690.0368375249354,114146.40138174512,0.0,2.449489742783178,11.243149087099535,88.40661199276538,duplicatesAdam,deleted
"n0","n1426","e23602",1,1,,,,27.55039281538373,103.0,0.0,642.7674540609535,3272.3578701123843,112329.19652987315,0.0,4.242640687119285,20.894137995853924,127.03495276321158,1899.7027827339446,5.0
"n0","n1427","e47304",1,1,,,,12.487202903622045,58563.0,0.0,3424.4160511927676,11550.22079257052,432620.58252021193,0.0,17.291616465790582,58.73475725624787,348.1726914664025,4632.830624899279,2.0
"n0","n1429","e23725",1,1,,,,6.371514944573593,272.0,0.0,0.0,509.3615660242307,3752.511301765019,0.0,0.0,3.1413806523913927,22.82087397358413,3890.2480769909616,4.0
"n0","n1430","e25701",1,1,,,,19.356562587648114,546.0,0.0,2955.1109186740637,10389.349570342056,406838.40939392697,0.0,15.0,52.95423854274676,318.1006952879055,3958.1626452515598,3.0
"n0","n1431","e38598",1,1,,,,49.15745190840141,404.0,395.66666666666663,4513.244613327228,13192.69734725086,465287.306324256,3.0,28.45584412271571,79.68891804940515,402.6861278506576,625.7856696943394,6.0
"n0","n1433","e23824",1,1,,,,44.8556580734831,211.0,0.0,1006.3074000191657,4902.037412770175,155623.51758693825,0.0,4.58257569495584,25.522692320484932,170.36054547574184,4715.0881316150435,2.0
"n0","n1434","e23916",2,1,,,,5.446946795740429,19064.0,0.0,0.0,839.9639393060774,6500.888286325184,0.0,0.0,4.594700892207039,36.23380196737702,duplicatesAdam,deleted
"n0","n1436","e53269",1,1,,,,44.293847244448024,11.0,120.0,1082.0831564890843,4314.088208068761,139656.5882789223,1.0,8.348469228349535,30.867794189422703,176.3046623002854,318.5795830752525,1.0
"n0","n1437","e37689",1,1,,,,14.470894824416217,282.0,0.0,645.5075522408704,3437.7617044661565,112761.58321318975,0.0,4.69041575982343,22.9939117624587,137.84179408593167,1975.4517071943058,2.0
"n0","n1439","e24082",1,1,,,,10.140498226139739,7410.0,0.0,672.0770045165956,3943.9216707447795,128344.64687488569,0.0,3.0,18.85944598437818,142.2776374903584,5281.666143687618,3.0
"n0","n1440","e24085",2,1,,,,10.916721721573648,798.0,0.0,234.60605277784288,1274.9329355602622,66544.55673433204,0.0,1.4142135623730951,6.887917237171522,54.36348497203581,duplicatesAdam,deleted
"n0","n1443","e24159",1,1,,,,13.655624398691137,1003.0,0.0,0.0,2366.612633798025,24201.192589771035,0.0,0.0,12.964399639206173,106.21244055148738,4357.5543920719165,7.0
"n0","n1444","e24254",1,1,,,,40.39670682353762,1.0,0.0,0.0,1420.7488917058051,20325.898541904826,0.0,0.0,6.999999999999999,62.39020444137168,5709.69115005394,1.0
"n0","n1448","e30323",1,1,,,,35.44371796334882,196.0,120.0,1211.1119710338319,4722.793362762333,147628.50868600933,1.0,9.366600265340756,33.80585000323895,188.43997292036022,353.8766171828208,3.0
"n0","n1453","e24505",1,1,,,,31.442949472039626,29.0,0.0,0.0,1060.6683598887682,9278.588959209379,0.0,0.0,5.838272460814002,51.515822115572156,5321.272796396425,1.0
"n0","n1454","e24527",1,1,,,,75.4707842678733,69.0,0.0,1322.302705300282,5377.848301721677,164930.69029306195,0.0,9.9498743710662,37.466668520566174,208.46628390018947,1369.620674555398,9.0
"n0","n1456","e24731",1,1,,,,9.053048012607839,4060.0,0.0,0.0,975.1045276202166,8786.179210466413,0.0,0.0,5.1924941018511035,49.09779388614666,4139.685850837309,9.0
"n0","n1458","e51226",1,1,,,,31.38092250012306,370.0,0.0,1366.6401115306269,6350.200216914344,198811.04420246018,0.0,7.3484692283495345,33.98511948186465,219.9050149893452,4113.438923145071,2.0
"n0","n1460","e24977",1,1,,,,46.18588655721886,57.0,0.0,547.7499429484224,2775.5435608410216,103111.8073060138,0.0,4.242640687119285,19.577339158309076,125.57689450017332,85.84597568668363,3.0
"n0","n1461","e24980",1,1,,,,36.624593718857724,64.0,120.0,1238.7527281158543,4769.228266529836,151115.4304477608,1.0,9.48528137423857,34.14137212490085,190.29279832239737,129.13021959822336,6.0
"n0","n1462","e24986",1,1,,,,42.0827322552658,187.0,0.0,0.0,1847.2761638685254,16651.07978433686,0.0,0.0,10.555264175808151,66.8149862465448,5099.427205283284,1.0
"n0","n1463","e46996",1,1,,,,13.620022532491017,2374.0,0.0,0.0,1125.207355139616,9939.517612961565,0.0,0.0,6.188462762136203,55.77404941600969,5289.664218659656,3.0
"n0","n1464","e37414",1,1,,,,11.66102593931886,5645.0,0.0,366.742416417845,1815.5241324388617,83885.67517244683,0.0,2.0,10.363446607369195,82.8489757533027,3706.3446986398003,5.0
"n0","n1465","e34362",1,1,,,,4.343269744696396,189.0,0.0,0.0,1957.627066317015,13113.697161889662,0.0,0.0,8.208082453158825,59.26023057975842,8711.788260269246,2.0
"n0","n1466","e25106",2,1,,,,31.01127105035108,226.0,0.0,3367.9707292869,11486.48223896227,611673.189700311,0.0,11.445523142259598,43.665363543998566,289.2507691493493,duplicatesAdam,deleted
"n0","n1470","e26352",1,1,,,,45.44692094103931,4652.0,0.0,0.0,595.6873350645116,10029.890952815158,0.0,0.0,3.6088260801386944,30.00142330660569,3890.962594425936,4.0
"n0","n1471","e25252",1,1,,,,70.93515005392845,82.0,0.0,637.2205269763365,2845.7374557571693,116427.41465665345,0.0,3.4641016151377544,16.19423857099943,116.1621656201659,4035.744146564868,2.0
"n0","n1472","e25282",1,1,,,,31.27382370721704,1.0,120.0,702.4545761974348,3201.215890047414,106879.38753751243,1.0,5.69041575982343,22.731837243361273,135.87461636476698,310.8081488573585,1.0
"n0","n1474","e25304",1,1,,,,34.15315865450612,1.0,0.0,0.0,1249.08610070441,10555.982929578717,0.0,0.0,6.782422886028333,58.429287657003,5745.373307123263,3.0
"n0","n1477","e25386",1,1,,,,17.066797375632525,1.0,0.0,464.5409920914766,2344.0454750397284,94501.01906462626,0.0,3.1622776601683795,16.174101222847593,105.9053424697365,766.924673412261,1.0
"n0","n1478","e25419",2,1,,,,2.4944804516882293,103.0,0.0,0.0,2097.28323327995,14827.141865532934,0.0,0.0,8.242570599617112,64.5073455686003,duplicatesAdam,deleted
"n0","n1479","e48905",1,1,,,,5.639387799250897,958.0,0.0,0.0,2569.169837261846,18585.131985809894,0.0,0.0,10.880243650829593,82.64635672024664,8198.766782215227,1.0
"n0","n1482","e25461",1,1,,,,4.725724935151565,511.0,0.0,783.7238033899442,3553.8854175541496,125423.6458936062,0.0,5.916079783099616,25.26690290463467,154.1858912850602,815.7105195718266,1.0
"n0","n1484","e25554",1,1,,,,1.3858335400077588,39.0,0.0,318.6220331364421,1717.9451606574062,77844.31811817121,0.0,2.449489742783178,12.34847273527447,84.95042248804923,1616.9688981956194,1.0
"n0","n1486","e25575",1,1,,,,14.678071189509778,2564.0,0.0,257.9922479455536,1877.579324112482,75314.24159079781,0.0,1.0,8.093970944750708,63.253884472870055,6078.525513789907,1.0
"n0","n1487","e25621",2,1,,,,26.43977841955158,295.0,0.0,1782.3060436786195,7822.671983404642,285033.943762473,0.0,6.557438524302,30.151298844239943,203.1731076801488,duplicatesAdam,deleted
"n0","n1491","e26752",1,1,,,,6.80606061085168,505.0,0.0,325.1461209979292,1913.5444564199756,79015.76224400355,0.0,2.6457513110645907,13.423666859033261,95.31645333614485,662.845907340126,3.0
"n0","n1492","e25689",1,1,,,,75.97921787341127,1.0,0.0,1387.6008071487995,5221.3191609990945,185242.11451377286,0.0,5.744562646538029,23.15223970980096,154.36089862756282,6195.877748080481,0.0
"n0","n1493","e33668",1,1,,,,66.64283341028424,28.0,0.0,1470.910942239536,5754.80279318519,212563.25965655356,0.0,6.0,25.487829354822207,170.50984242016258,8101.276016667415,2.0
"n0","n1494","e25698",1,1,,,,24.59796099642524,35.0,0.0,0.0,604.5655875653056,5954.516223429169,0.0,0.0,3.239611801277483,33.9478408573165,3929.0449673067596,3.0
"n0","n1495","e25704",1,1,,,,48.538741357376395,134.0,0.0,240.0,1557.3941118974938,67744.76564226166,0.0,2.0,10.581680854052413,75.9905935837785,89.52804956290262,1.0
"n0","n1497","e25741",3,1,,,,7.281169579779541,12541.0,0.0,647.2514967151486,2705.9167857579487,112260.72952816919,0.0,2.6457513110645907,11.827251628311238,90.98591351813846,duplicatesAdam,deleted
"n0","n1498","e25748",1,1,,,,56.16864598236315,134.0,120.0,2406.1193100973537,8230.443391357338,234194.48016163282,1.0,18.291616465790582,57.50543222624521,290.2810814296277,123.09488187644406,2.0
"n0","n1500","e25791",2,1,,,,88.70435355171277,1.0,0.0,0.0,901.5253638956146,6094.864961788868,0.0,0.0,4.848807585839879,33.28812341159883,duplicatesAdam,deleted
"n0","n1501","e25802",1,1,,,,18.31394926393776,13.0,0.0,2222.287991387855,8502.698674996125,267314.7906988882,0.0,9.848857801796104,39.5117506152456,245.65658385344594,6013.62151675848,1.0
"n0","n1502","e25897",1,1,,,,37.85936334247296,44.0,120.0,1238.7527281158543,4769.228266529836,151115.4304477608,1.0,9.48528137423857,34.14137212490085,190.29279832239737,154.8702085204055,1.0
"n0","n1503","e42826",1,1,,,,2.538479878525052,666.0,0.0,0.0,823.7640981450324,6838.533781568282,0.0,0.0,4.732623491163368,39.6015964628884,4186.572151366804,2.0
"n0","n1507","e26058",2,1,,,,20.761574649222542,823.0,0.0,0.0,485.27896941858756,3273.5154115315972,0.0,0.0,3.1072325059538586,20.98664436480281,duplicatesAdam,deleted
"n0","n1508","e26059",1,1,,,,34.865853028384535,1.0,0.0,0.0,751.7784574766353,4483.344579497064,0.0,0.0,4.414004962442103,26.795290109206643,3748.778139780641,1.0
"n0","n1509","e26062",1,1,,,,23.028338286195762,81.0,0.0,942.1942474882767,4291.158314805547,137969.60038872153,0.0,7.14142842854285,29.966183525173065,171.51647768196477,1951.9627477426006,2.0
"n0","n1510","e39686",1,1,,,,3.097200900881044,180.0,0.0,922.4306658678111,4578.458424811612,143601.88409530453,0.0,5.477225575051661,25.718470583793295,158.94776630386198,3079.7494445340762,1.0
"n0","n1511","e26196",1,1,,,,17.780775962419167,4755.0,0.0,747.6819733906478,3571.8727644371775,123132.65345903546,0.0,3.3166247903554,15.884258188237101,109.78113452955428,6887.16922855419,3.0
"n0","n1512","e26197",1,1,,,,4.378010847562194,12.0,0.0,0.0,1848.9036033756781,13926.31970476962,0.0,0.0,7.107193661172559,59.75040974276484,9328.323595274305,1.0
"n0","n1513","e26198",1,1,,,,36.30391621615922,1.0,0.0,0.0,249.19849980245746,2159.3566645765945,0.0,0.0,1.2599210498948732,11.031958872835947,8018.972071879231,1.0
"n0","n1514","e26195",1,1,,,,5.711125988025582,9.0,0.0,0.0,1315.666313726312,9438.698543654771,0.0,0.0,5.313292845913055,41.15550187893877,8838.209091132147,0.0
"n0","n1515","e35398",2,1,,,,18.330460408734208,164.0,0.0,1480.41638286891,5975.744186029856,201391.25503178593,0.0,5.744562646538029,24.98886860284895,162.81839772713764,duplicatesAdam,deleted
"n0","n1516","e35860",1,1,,,,9.423882596246296,1983.0,0.0,0.0,3168.8250418044063,22142.416509469258,0.0,0.0,12.582389103112574,96.05025414282125,9130.23905875228,3.0
"n0","n1517","e26228",1,1,,,,15.09068485057079,4557.0,0.0,0.0,2162.4983991251415,18135.38076138895,0.0,0.0,10.854842211376345,89.13563859031905,5120.899413908733,4.0
"n0","n1518","e28140",1,1,,,,6.912290065097833,940.0,0.0,0.0,1361.1644827456514,8536.908463986763,0.0,0.0,6.307993548663267,40.142421797912974,8322.677399850123,4.0
"n0","n1519","e26343",1,1,,,,44.25773825730194,842.0,0.0,1607.7011538218164,6017.082300586845,185048.63116136732,0.0,10.770329614269007,38.09338080667941,212.73821873518236,985.0743883307746,1.0
"n0","n1521","e41608",1,1,,,,3.032665225591934,793.0,0.0,0.0,2262.6827954377127,22972.285824948252,0.0,0.0,12.446168506412114,99.97173793609082,3991.047376014881,1.0
"n0","n1522","e26398",2,1,,,,10.916721721573648,798.0,0.0,234.60605277784288,1274.9329355602622,66544.55673433204,0.0,1.4142135623730951,6.887917237171522,54.36348497203581,duplicatesAdam,deleted
"n0","n1523","e26400",3,1,,,,2.355198130067975,1685.0,0.0,484.5410199353611,2231.954094531408,97468.46025698968,0.0,2.8284271247461903,12.033591207262077,80.6727272266517,duplicatesAdam,deleted
"n0","n1525","e26442",1,1,,,,23.407730186825088,35.0,0.0,289.30952282978865,1523.1154044269042,73994.86758565209,0.0,2.23606797749979,10.938256179449748,78.27459913193017,1237.9273898875454,3.0
"n0","n1526","e30729",1,1,,,,8.520259361858566,595.0,0.0,0.0,1289.1614344562563,9446.197985335524,0.0,0.0,5.708267473384861,40.9306569799962,9857.006634533513,1.0
"n0","n1527","e26513",1,1,,,,71.48468501213841,1.0,0.0,800.4109777691292,3486.112980645702,125046.59480251986,0.0,5.830951894845301,25.146995361628186,151.09158787350054,354.2798077770586,2.0
"n0","n1530","e26557",1,1,,,,16.255274393368495,1273.0,0.0,1556.9969492584114,5888.848319009272,218274.28979146507,0.0,6.6332495807108,26.718717158438995,176.30718049419693,7682.337448802071,1.0
"n0","n1532","e26613",3,1,,,,40.85642166495322,1.0,0.0,0.0,1271.6496099550525,9065.660726776932,0.0,0.0,5.96273195774369,43.43612176814627,duplicatesAdam,deleted
"n0","n1533","e26616",1,1,,,,26.44225499216474,179.0,0.0,0.0,1202.5565036801518,12122.193589263574,0.0,0.0,6.854124001832624,63.2243682132611,4128.304732501912,2.0
"n0","n1534","e26650",2,1,,,,7.960595263969182,1.0,0.0,0.0,1396.0310065941326,10927.541945941732,0.0,0.0,6.979532046908886,56.537549998796614,duplicatesAdam,deleted
"n0","n1536","e26661",1,1,,,,13.008557126263867,1.0,0.0,0.0,992.0720300573803,6390.516876921207,0.0,0.0,4.530654896083492,31.131186345285002,8094.647366048705,1.0
"n0","n1537","e26734",1,1,,,, , , , , , , , , ,no node match,merged,deleted
"n0","n1539","e26759",1,1,,,,8.580707843195784,18721.0,0.0,531.4052126202753,3973.7641018704535,120552.09288113673,0.0,2.8284271247461903,21.912084096728474,159.4435862208246,4073.310586794093,1.0
"n0","n1540","e26802",1,1,,,,26.226109857833723,53.0,0.0,0.0,1055.4032942234255,9138.19461675372,0.0,0.0,5.828476683251456,51.40027064770375,4423.615209216061,1.0
"n0","n1541","e43854",1,1,,,,1.9841458884015948,278.0,0.0,749.095009550413,3377.6547295397268,121038.97471456644,0.0,5.477225575051661,23.913088208542423,145.13768245545512,916.136137098242,4.0
"n0","n1544","e26933",1,1,,,,3.1595235874891747,1.0,0.0,0.0,1511.4745230597155,9249.236962382769,0.0,0.0,9.781946493017495,58.11606098861908,2058.6605373358457,1.0
"n0","n1545","e26958",1,1,,,,43.659207733606856,1.0,0.0,0.0,1008.5057897471821,8870.792370217889,0.0,0.0,4.414004962442103,41.0916156953147,8606.881152067535,1.0
"n0","n1546","e26959",1,1,,,,42.97781081293619,91.0,386.0,3224.2452053748516,9870.781671601671,284085.8062432284,3.0,22.949937343260004,66.46369526747603,322.18605187336766,468.9545610366319,1.0
"n0","n1547","e26960",1,1,,,,34.354442339855666,266.0,0.0,489.65293831447593,2362.9702277257775,97043.45972098412,0.0,3.7416573867739413,17.156299434743485,110.28398325774809,478.01759098646056,4.0
"n0","n1548","e26985",1,1,,,,9.93332570949193,1337.0,0.0,0.0,1839.309457170843,15255.394615972604,0.0,0.0,8.991762009126496,76.21397023090123,5134.092266189435,2.0
"n0","n1549","e26987",26,1,,,,42.79821719504075,1.0,0.0,657.2670690061993,2690.0368375249354,114146.40138174512,0.0,2.449489742783178,11.243149087099535,88.40661199276538,duplicatesAdam,deleted
"n0","n1550","e26996",1,1,,,,8.727701828118478,2584.0,0.0,2955.1109186740637,10389.349570342056,406838.40939392697,0.0,15.0,52.95423854274676,318.1006952879055,3971.869961000198,3.0
"n0","n1551","e27000",1,1,,,,21.44863510748021,1489.0,0.0,0.0,2411.9269702831157,22342.680811087805,0.0,0.0,13.517581117859516,108.7731976240597,3990.952772389724,4.0
"n0","n1552","e26999",1,1,,,,12.893151634965205,17987.0,0.0,0.0,2075.9131440242054,17698.257564417152,0.0,0.0,11.676544921628004,98.7936142933523,4066.1332342013384,3.0
"n0","n1554","e27061",1,1,,,,43.416039947144725,61.0,488.0,3776.6890964358236,11379.427816951928,351615.2515855419,4.0,28.310491562286437,77.84415570140439,383.880655812652,965.8584366903375,4.0
"n0","n1556","e41425",1,1,,,,31.243731498238134,2698.0,0.0,566.7098022797911,2888.2941910549844,107623.925448935,0.0,3.1622776601683795,16.1563578050693,119.22739999975744,4565.445024473387,1.0
"n0","n1558","e37062",1,1,,,,63.51333739453452,236.0,0.0,654.1444794538894,2628.2541432157327,112320.46130321623,0.0,3.0,12.575574480321464,96.31361281102691,7287.752215742634,1.0
"n0","n1559","e27109",1,1,,,,93.56003460627814,33.0,0.0,0.0,843.770999093286,4964.590283042622,0.0,0.0,4.160167646103808,25.284656626869232,5340.115839916687,5.0
"n0","n1560","e27133",1,1,,,,5.22685974215653,209.0,0.0,0.0,866.6775113698865,6762.859287605661,0.0,0.0,4.020725758589058,31.405738335797334,6368.289817491386,1.0
"n0","n1561","e27136",1,1,,,,6.140515186477277,49.0,0.0,0.0,1495.8154431781727,12588.993772445641,0.0,0.0,6.603854497789253,57.384859279245845,7002.875294897339,1.0
"n0","n1562","e53998",1,1,,,,22.815512658330828,8.0,0.0,0.0,1726.9620452087408,14742.511884407206,0.0,0.0,9.761000076685075,83.26280046153232,4279.409374968614,1.0
"n0","n1563","e27165",1,1,,,,3.545952570412767,2229.0,0.0,0.0,1504.730176778574,10478.104284981884,0.0,0.0,6.686883076988654,48.304213498122735,8061.826142602034,2.0
"n0","n1564","e27201",1,1,,,,27.91147933971371,119.0,0.0,888.9389555344432,3810.6884728531477,132315.5079194782,0.0,6.708203932499369,27.284756888702915,160.66906239346338,579.9591547369706,1.0
"n0","n1566","e27308",1,1,,,,4.261451937557086,105.0,0.0,359.11001099941507,2861.2519297045815,86913.53664184401,0.0,1.4142135623730951,12.305708765843685,95.97762050525972,8254.728970785985,1.0
"n0","n1567","e32014",1,1,,,,2.3782019150980296,1380.0,0.0,998.0046760077496,4967.769342802674,166997.5472981632,0.0,4.898979485566356,26.049820847286227,176.27883653102424,3913.694515095367,4.0
"n0","n1569","e27465",1,1,,,,54.39892491170878,576.0,0.0,673.1957367660613,3062.4672649775835,115078.65898455023,0.0,2.8284271247461903,13.362706624577724,97.22508128717365,6444.463643983751,1.0
"n0","n1570","e27530",1,1,,,,60.72467118330235,1501.0,0.0,431.57270534638775,3185.0635844009,98520.41787063653,0.0,2.23606797749979,17.82041563533263,130.86023821483397,4822.825696688085,1.0
"n0","n1571","e27534",1,1,,,,22.41634954354981,6.0,0.0,0.0,1399.2789048660504,8729.294122169164,0.0,0.0,5.506878446387352,37.19197974585057,6706.255156368365,6.0
"n0","n1572","e29777",2,1,,,,5.951476218260235,485.0,0.0,452.50414362743686,3113.278033764903,95324.57916370062,0.0,3.3166247903554,19.916266723890878,124.54816886319213,duplicatesAdam,deleted
"n0","n1573","e30160",1,1,,,,111.8244339511898,3463.0,0.0,1877.2935305913138,7192.885993499323,219598.1992106433,0.0,8.660254037844387,35.515908043563684,223.81977851039278,4549.671355656361,6.0
"n0","n1574","e27544",5,1,,,,60.37293150530098,1.0,416.0,4565.530344910534,14210.813939919355,753177.1035323524,1.0,16.684387141358123,56.544523666564444,360.25431016633104,duplicatesAdam,deleted
"n0","n1579","e27740",1,1,,,,26.07741027537765,82.0,0.0,1959.9843961963916,7147.344750398053,303778.4782101436,0.0,7.745966692414834,30.838223737633342,206.84764990236656,7789.601939263569,2.0
"n0","n1584","e27820",1,1,,,,41.2802714192128,177.0,0.0,2794.6064496335316,10224.142342142597,347419.6990680831,0.0,13.96424004376894,50.63628700448087,301.69610758898233,4232.906642300626,2.0
"n0","n1585","e27828",3,1,,,,76.7640746655446,16.0,0.0,0.0,2140.435087442812,19256.30972305992,0.0,0.0,10.679455147616961,85.65561123127628,duplicatesAdam,deleted
"n0","n1587","e51461",1,1,,,,61.570417790633584,60.0,0.0,0.0,1571.7708280720835,13475.497054329206,0.0,0.0,8.719759553451876,75.15210577672876,4272.706370430275,1.0
