"Source","Target","Id","duplicate","UMich","ASU","IUB","IUPUI"
"n2","n339","e1993",1,,1,,
"n2","n341","e22210",1,,1,,
"n2","n342","e28837",1,,1,,
"n2","n343","e32654",1,,1,,
"n2","n344","e8310",1,,1,,
"n2","n345","e15843",1,,1,,
"n2","n346","e4019",1,,1,,
"n2","n347","e29051",1,,1,,
"n2","n348","e5449",1,,1,,
"n2","n349","e8715",1,,1,,
"n2","n350","e18300",1,,1,,
"n2","n351","e32822",1,,1,,
"n2","n352","e9788",1,,1,,
"n2","n353","e27416",1,,1,,
"n2","n354","e6345",1,,1,,
"n2","n355","e50152",1,,1,,
"n2","n357","e4723",1,,1,,
"n2","n358","e2118",1,,1,,
"n2","n360","e23025",1,,1,,
"n2","n361","e2127",1,,1,,
"n2","n362","e3913",1,,1,,
"n2","n363","e3535",1,,1,,
"n2","n364","e9237",1,,1,,
"n2","n365","e21361",1,,1,,
"n2","n366","e42432",5,,1,,
"n2","n367","e39495",1,,1,,
"n2","n368","e4206",1,,1,,
"n2","n369","e14706",1,,1,,
"n2","n370","e8453",1,,1,,
"n2","n371","e9796",1,,1,,
"n2","n372","e13547",1,,1,,
"n2","n374","e2272",1,,1,,
"n2","n375","e2427",1,,1,,
"n2","n378","e2672",1,,1,,
"n2","n380","e2473",1,,1,,
"n2","n381","e4479",1,,1,,
"n2","n382","e22154",1,,1,,
"n2","n383","e19971",1,,1,,
"n2","n384","e2536",1,,1,,
"n2","n385","e3861",1,,1,,
"n2","n386","e12650",1,,1,,
"n2","n387","e11037",1,,1,,
"n2","n388","e16054",1,,1,,
"n2","n389","e52353",1,,1,,
"n2","n391","e39826",3,,1,,
"n2","n392","e7135",2,,1,,
"n2","n393","e2619",1,,1,,
"n2","n394","e4966",1,,1,,
"n2","n395","e10983",1,,1,,
"n2","n396","e8785",1,,1,,
"n2","n397","e12682",3,,1,,
"n2","n398","e7081",1,,1,,
"n2","n399","e31520",2,,1,,
"n2","n400","e12898",1,,1,,
"n2","n401","e6266",1,,1,,
"n2","n402","e2681",1,,1,,
"n2","n403","e15840",1,,1,,
"n2","n404","e6255",1,,1,,
"n2","n405","e4924",1,,1,,
"n2","n406","e17570",1,,1,,
"n2","n408","e2738",1,,1,,
"n2","n409","e12452",1,,1,,
"n2","n410","e4696",1,,1,,
"n2","n411","e53690",1,,1,,
"n2","n412","e2848",1,,1,,
"n2","n413","e25070",1,,1,,
"n2","n415","e4306",2,,1,,
"n2","n416","e3533",1,,1,,
"n2","n417","e17764",1,,1,,
"n2","n418","e10791",1,,1,,
"n2","n419","e27949",1,,1,,
"n2","n421","e22947",1,,1,,
"n2","n423","e40213",1,,1,,
"n2","n426","e33549",1,,1,,
"n2","n427","e8167",1,,1,,
"n2","n428","e11484",1,,1,,
"n2","n429","e3000",1,,1,,
"n2","n430","e41082",1,,1,,
"n2","n431","e7079",1,,1,,
"n2","n432","e5340",1,,1,,
"n2","n433","e3511",1,,1,,
"n2","n435","e9193",1,,1,,
"n2","n437","e11480",1,,1,,
"n2","n438","e12937",1,,1,,
"n2","n439","e3179",3,,1,,
"n2","n440","e3186",1,,1,,
"n2","n441","e3183",1,,1,,
"n2","n442","e30305",1,,1,,
"n2","n443","e5196",1,,1,,
"n2","n444","e3193",1,,1,,
"n2","n447","e18316",1,,1,,
"n2","n449","e12708",1,,1,,
"n2","n452","e28899",1,,1,,
"n2","n453","e3239",1,,1,,
"n2","n454","e4478",1,,1,,
"n2","n455","e3252",1,,1,,
"n2","n456","e40875",1,,1,,
"n2","n457","e25503",1,,1,,
"n2","n459","e37936",1,,1,,
"n2","n460","e44362",1,,1,,
"n2","n461","e9671",1,,1,,
"n2","n462","e47484",1,,1,,
"n2","n463","e4704",1,,1,,
"n2","n464","e36210",1,,1,,
"n2","n466","e3324",1,,1,,
"n2","n467","e49463",1,,1,,
"n2","n468","e9623",1,,1,,
"n2","n470","e20280",1,,1,,
"n2","n471","e17599",1,,1,,
"n2","n473","e11088",1,,1,,
"n2","n474","e3424",1,,1,,
"n2","n476","e23051",1,,1,,
"n2","n479","e36831",1,,1,,
"n2","n480","e3501",1,,1,,
"n2","n481","e3504",1,,1,,
"n2","n482","e11142",1,,1,,
"n2","n483","e10250",1,,1,,
"n2","n485","e6506",1,,1,,
"n2","n486","e3530",1,,1,,
"n2","n488","e8910",1,,1,,
"n2","n489","e3708",1,,1,,
"n2","n491","e6004",1,,1,,
"n2","n492","e44430",1,,1,,
"n2","n494","e30858",1,,1,,
"n2","n495","e20942",1,,1,,
"n2","n496","e38468",1,,1,,
"n2","n497","e5034",1,,1,,
"n2","n498","e4600",1,,1,,
"n2","n499","e4907",1,,1,,
"n2","n502","e3631",1,,1,,
"n2","n503","e3635",1,,1,,
"n2","n504","e3659",1,,1,,
"n2","n505","e3662",1,,1,,
"n2","n506","e3706",1,,1,,
"n2","n508","e47023",1,,1,,
"n2","n510","e34114",1,,1,,
"n2","n511","e14163",1,,1,,
"n2","n512","e5443",1,,1,,
"n2","n513","e3784",1,,1,,
"n2","n515","e31114",1,,1,,
"n2","n516","e3864",1,,1,,
"n2","n517","e3886",1,,1,,
"n2","n520","e3914",1,,1,,
"n2","n521","e3924",1,,1,,
"n2","n523","e23840",1,,1,,
"n2","n524","e3942",1,,1,,
"n2","n526","e27656",1,,1,,
"n2","n527","e33567",1,,1,,
"n2","n528","e4027",1,,1,,
"n2","n529","e4039",1,,1,,
"n2","n530","e4049",1,,1,,
"n2","n531","e5051",1,,1,,
"n2","n532","e4073",1,,1,,
"n2","n533","e5851",1,,1,,
"n2","n535","e22027",1,,1,,
"n2","n538","e4108",1,,1,,
"n2","n539","e4135",1,,1,,
"n2","n540","e17812",1,,1,,
"n2","n541","e23463",1,,1,,
"n2","n542","e8525",1,,1,,
"n2","n545","e13059",1,,1,,
"n2","n546","e4188",1,,1,,
"n2","n547","e5448",1,,1,,
"n2","n548","e5446",1,,1,,
"n2","n549","e33959",1,,1,,
"n2","n550","e4208",1,,1,,
"n2","n551","e6136",1,,1,,
"n2","n552","e26825",1,,1,,
"n2","n553","e43291",1,,1,,
"n2","n554","e44678",1,,1,,
"n2","n555","e40158",1,,1,,
"n2","n556","e4309",1,,1,,
"n2","n557","e4447",1,,1,,
"n2","n558","e4433",1,,1,,
"n2","n559","e4418",1,,1,,
"n2","n561","e8837",2,,1,,
"n2","n562","e4540",1,,1,,
"n2","n563","e28405",1,,1,,
"n2","n564","e44420",1,,1,,
"n2","n565","e4574",1,,1,,
"n2","n566","e33063",1,,1,,
"n2","n568","e52750",1,,1,,
"n2","n569","e8509",1,,1,,
"n2","n570","e4655",1,,1,,
"n2","n571","e4918",1,,1,,
"n2","n573","e4682",1,,1,,
"n2","n574","e19774",1,,1,,
"n2","n577","e17383",1,,1,,
"n2","n578","e32517",1,,1,,
"n2","n579","e8466",1,,1,,
"n2","n580","e32911",1,,1,,
"n2","n581","e22029",1,,1,,
"n2","n582","e7408",1,,1,,
"n2","n583","e27521",1,,1,,
"n2","n584","e32904",1,,1,,
"n2","n587","e16793",1,,1,,
"n2","n588","e11141",1,,1,,
"n2","n589","e27518",1,,1,,
"n2","n590","e12367",2,,1,,
"n2","n591","e4903",1,,1,,
"n2","n592","e9007",1,,1,,
"n2","n593","e24061",1,,1,,
"n2","n596","e4965",1,,1,,
"n2","n597","e20082",1,,1,,
"n2","n598","e13148",1,,1,,
"n2","n599","e6206",1,,1,,
"n2","n603","e34954",1,,1,,
"n2","n605","e9935",1,,1,,
"n2","n606","e11518",1,,1,,
"n2","n607","e20252",1,,1,,
"n2","n610","e8375",1,,1,,
"n2","n612","e8895",1,,1,,
"n2","n613","e5132",1,,1,,
"n2","n614","e20304",1,,1,,
"n2","n616","e16041",1,,1,,
"n2","n617","e28606",1,,1,,
"n2","n618","e8986",1,,1,,
"n2","n619","e5198",1,,1,,
"n2","n620","e20299",1,,1,,
"n2","n622","e20979",1,,1,,
"n2","n624","e6009",1,,1,,
"n2","n625","e16099",1,,1,,
"n2","n628","e5363",1,,1,,
"n2","n629","e5364",1,,1,,
"n2","n630","e20178",1,,1,,
"n2","n631","e5410",4,,1,,
"n2","n632","e5411",3,,1,,
"n2","n633","e5412",2,,1,,
"n2","n634","e5447",1,,1,,
"n2","n635","e34753",1,,1,,
"n2","n636","e5604",1,,1,,
"n2","n637","e5605",1,,1,,
"n2","n639","e5669",1,,1,,
"n2","n640","e12736",1,,1,,
"n2","n641","e14442",1,,1,,
"n2","n643","e36693",1,,1,,
"n2","n644","e5740",1,,1,,
"n2","n645","e5741",3,,1,,
"n2","n646","e5742",1,,1,,
"n2","n647","e43859",1,,1,,
"n2","n651","e28813",1,,1,,
"n2","n653","e24250",1,,1,,
"n2","n656","e23392",1,,1,,
"n2","n657","e8445",1,,1,,
"n2","n658","e8972",1,,1,,
"n2","n662","e5904",1,,1,,
"n2","n665","e55341",1,,1,,
"n2","n666","e19807",1,,1,,
"n2","n667","e36143",1,,1,,
"n2","n668","e27095",1,,1,,
"n2","n669","e5986",1,,1,,
"n2","n670","e6003",1,,1,,
"n2","n671","e36932",1,,1,,
"n2","n673","e47918",1,,1,,
"n2","n674","e38054",1,,1,,
"n2","n675","e6131",1,,1,,
"n2","n676","e35520",1,,1,,
"n2","n678","e26087",1,,1,,
"n2","n679","e44086",1,,1,,
"n2","n680","e6189",1,,1,,
"n2","n681","e6201",1,,1,,
"n2","n683","e8443",1,,1,,
"n2","n685","e6245",1,,1,,
"n2","n686","e21562",1,,1,,
"n2","n687","e19716",1,,1,,
"n2","n688","e6251",1,,1,,
"n2","n690","e28550",1,,1,,
"n2","n691","e12735",1,,1,,
"n2","n692","e6265",1,,1,,
"n2","n695","e25283",3,,1,,
"n2","n696","e6358",1,,1,,
"n2","n699","e6361",1,,1,,
"n2","n700","e23529",1,,1,,
"n2","n701","e35932",1,,1,,
"n2","n703","e42413",1,,1,,
"n2","n704","e37761",2,,1,,
"n2","n706","e27480",1,,1,,
"n2","n709","e7945",1,,1,,
"n2","n710","e23806",1,,1,,
"n2","n711","e12222",1,,1,,
"n2","n712","e16769",1,,1,,
"n2","n713","e7164",1,,1,,
"n2","n715","e25823",1,,1,,
"n2","n717","e55629",1,,1,,
"n2","n718","e50672",1,,1,,
"n2","n720","e50852",1,,1,,
"n2","n721","e19585",1,,1,,
"n2","n723","e26537",1,,1,,
"n2","n726","e26082",1,,1,,
"n2","n728","e9616",1,,1,,
"n2","n729","e36262",1,,1,,
"n2","n731","e13899",1,,1,,
"n2","n733","e7908",1,,1,,
"n2","n736","e14667",1,,1,,
"n2","n737","e7028",1,,1,,
"n2","n738","e8231",1,,1,,
"n2","n743","e14919",1,,1,,
"n2","n744","e8324",1,,1,,
"n2","n745","e12430",1,,1,,
"n2","n746","e44433",1,,1,,
"n2","n748","e7130",1,,1,,
"n2","n749","e7131",1,,1,,
"n2","n750","e7139",1,,1,,
"n2","n751","e7140",1,,1,,
"n2","n752","e7160",1,,1,,
"n2","n753","e7169",1,,1,,
"n2","n754","e26312",1,,1,,
"n2","n755","e32062",1,,1,,
"n2","n756","e25436",1,,1,,
"n2","n758","e17914",1,,1,,
"n2","n759","e7442",1,,1,,
"n2","n760","e7443",1,,1,,
"n2","n762","e50228",1,,1,,
"n2","n763","e50227",1,,1,,
"n2","n764","e44250",1,,1,,
"n2","n765","e8393",1,,1,,
"n2","n767","e7581",1,,1,,
"n2","n769","e9669",1,,1,,
"n2","n770","e37118",1,,1,,
"n2","n774","e18745",1,,1,,
"n2","n777","e53203",1,,1,,
"n2","n779","e58646",1,,1,,
"n2","n780","e14443",1,,1,,
"n2","n784","e56062",1,,1,,
"n2","n786","e25993",1,,1,,
"n2","n787","e32824",1,,1,,
"n2","n788","e8952",1,,1,,
"n2","n789","e17602",1,,1,,
"n2","n790","e7938",1,,1,,
"n2","n791","e7952",1,,1,,
"n2","n793","e42026",1,,1,,
"n2","n794","e11472",1,,1,,
"n2","n796","e29790",1,,1,,
"n2","n798","e8024",1,,1,,
"n2","n800","e8040",1,,1,,
"n2","n802","e43280",1,,1,,
"n2","n803","e13613",1,,1,,
"n2","n804","e57474",1,,1,,
"n2","n806","e33018",1,,1,,
"n2","n807","e8166",1,,1,,
"n2","n808","e8175",1,,1,,
"n2","n809","e8179",1,,1,,
"n2","n810","e8186",1,,1,,
"n2","n812","e45638",1,,1,,
"n2","n813","e8193",2,,1,,
"n2","n814","e8209",1,,1,,
"n2","n815","e8218",1,,1,,
"n2","n816","e8307",1,,1,,
"n2","n817","e20097",1,,1,,
"n2","n820","e28314",1,,1,,
"n2","n824","e45401",1,,1,,
"n2","n825","e8439",1,,1,,
"n2","n826","e34975",1,,1,,
"n2","n828","e8476",1,,1,,
"n2","n829","e8520",1,,1,,
"n2","n830","e8493",1,,1,,
"n2","n832","e8505",1,,1,,
"n2","n834","e8521",1,,1,,
"n2","n835","e27607",1,,1,,
"n2","n837","e27928",1,,1,,
"n2","n838","e31525",1,,1,,
"n2","n840","e49652",1,,1,,
"n2","n842","e8804",1,,1,,
"n2","n843","e31127",1,,1,,
"n2","n844","e8814",1,,1,,
"n2","n845","e19981",1,,1,,
"n2","n848","e8838",1,,1,,
"n2","n850","e8851",1,,1,,
"n2","n854","e35108",1,,1,,
"n2","n859","e8987",1,,1,,
"n2","n861","e9010",1,,1,,
"n2","n862","e29416",1,,1,,
"n2","n864","e9052",1,,1,,
"n2","n867","e27080",1,,1,,
"n2","n868","e19594",1,,1,,
"n2","n869","e9197",1,,1,,
"n2","n870","e9224",1,,1,,
"n2","n871","e28516",1,,1,,
"n2","n872","e15579",1,,1,,
"n2","n873","e9239",1,,1,,
"n2","n874","e9245",1,,1,,
"n2","n875","e32515",1,,1,,
"n2","n883","e47982",1,,1,,
"n2","n885","e9565",1,,1,,
"n2","n886","e9533",1,,1,,
"n2","n887","e9604",1,,1,,
"n2","n888","e9606",1,,1,,
"n2","n890","e38061",1,,1,,
"n2","n891","e9673",2,,1,,
"n2","n893","e9893",1,,1,,
"n2","n895","e12871",1,,1,,
"n2","n898","e11498",1,,1,,
"n2","n900","e9802",1,,1,,
"n2","n901","e9803",1,,1,,
"n2","n902","e9928",1,,1,,
"n2","n903","e9926",1,,1,,
"n2","n904","e9923",1,,1,,
"n2","n905","e17807",1,,1,,
"n2","n908","e10183",1,,1,,
"n2","n910","e31945",1,,1,,
"n2","n911","e20565",1,,1,,
"n2","n912","e13589",1,,1,,
"n2","n914","e38275",1,,1,,
"n2","n915","e50248",1,,1,,
"n2","n920","e13812",1,,1,,
"n2","n921","e11036",1,,1,,
"n2","n924","e19608",1,,1,,
"n2","n926","e27973",2,,1,,
"n2","n927","e10933",1,,1,,
"n2","n928","e10934",1,,1,,
"n2","n929","e10974",1,,1,,
"n2","n930","e11004",1,,1,,
"n2","n932","e49696",1,,1,,
"n2","n934","e11079",1,,1,,
"n2","n935","e25428",1,,1,,
"n2","n937","e50649",1,,1,,
"n2","n939","e16813",1,,1,,
"n2","n941","e15405",1,,1,,
"n2","n942","e11310",1,,1,,
"n2","n943","e11313",1,,1,,
"n2","n946","e35332",1,,1,,
"n2","n947","e21152",1,,1,,
"n2","n950","e29794",1,,1,,
"n2","n953","e33796",1,,1,,
"n2","n955","e11473",1,,1,,
"n2","n956","e11482",1,,1,,
"n2","n957","e11486",1,,1,,
"n2","n958","e36618",3,,1,,
"n2","n959","e11499",1,,1,,
"n2","n960","e23070",1,,1,,
"n2","n961","e33161",1,,1,,
"n2","n963","e54849",1,,1,,
"n2","n965","e36527",1,,1,,
"n2","n967","e21304",1,,1,,
"n2","n971","e34560",1,,1,,
"n2","n972","e12030",1,,1,,
"n2","n973","e12040",1,,1,,
"n2","n974","e12084",1,,1,,
"n2","n975","e35330",1,,1,,
"n2","n976","e12112",2,,1,,
"n2","n978","e12169",1,,1,,
"n2","n980","e15333",1,,1,,
"n2","n981","e17565",1,,1,,
"n2","n982","e37378",1,,1,,
"n2","n985","e14569",1,,1,,
"n2","n988","e48212",1,,1,,
"n2","n989","e27141",1,,1,,
"n2","n991","e12398",1,,1,,
"n2","n993","e30493",1,,1,,
"n2","n994","e53365",1,,1,,
"n2","n997","e24293",1,,1,,
"n2","n998","e44653",1,,1,,
"n2","n999","e12495",1,,1,,
"n2","n1001","e50709",1,,1,,
"n2","n1002","e17176",1,,1,,
"n2","n1004","e23368",2,,1,,
"n2","n1008","e12676",1,,1,,
"n2","n1009","e18705",1,,1,,
"n2","n1010","e12678",1,,1,,
"n2","n1011","e12690",1,,1,,
"n2","n1013","e25183",1,,1,,
"n2","n1014","e23028",1,,1,,
"n2","n1016","e27273",1,,1,,
"n2","n1021","e47286",1,,1,,
"n2","n1022","e12900",1,,1,,
"n2","n1023","e12925",1,,1,,
"n2","n1024","e12936",1,,1,,
"n2","n1026","e13555",3,,1,,
"n2","n1027","e13138",2,,1,,
"n2","n1028","e17683",1,,1,,
"n2","n1029","e13183",1,,1,,
"n2","n1030","e15648",1,,1,,
"n2","n1032","e13217",1,,1,,
"n2","n1037","e14162",1,,1,,
"n2","n1038","e23926",1,,1,,
"n2","n1044","e37709",1,,1,,
"n2","n1046","e13575",1,,1,,
"n2","n1047","e43004",1,,1,,
"n2","n1048","e16452",1,,1,,
"n2","n1049","e13618",2,,1,,
"n2","n1050","e17765",2,,1,,
"n2","n1052","e13649",1,,1,,
"n2","n1058","e31517",1,,1,,
"n2","n1060","e13805",1,,1,,
"n2","n1065","e13949",1,,1,,
"n2","n1066","e24309",1,,1,,
"n2","n1067","e55957",1,,1,,
"n2","n1068","e14058",2,,1,,
"n2","n1069","e14059",1,,1,,
"n2","n1070","e48571",1,,1,,
"n2","n1071","e54252",1,,1,,
"n2","n1072","e52619",1,,1,,
"n2","n1073","e32226",1,,1,,
"n2","n1074","e24306",1,,1,,
"n2","n1077","e14209",1,,1,,
"n2","n1078","e46506",2,,1,,
"n2","n1079","e18645",1,,1,,
"n2","n1081","e40655",1,,1,,
"n2","n1082","e44078",3,,1,,
"n2","n1085","e14475",1,,1,,
"n2","n1086","e14512",1,,1,,
"n2","n1087","e14513",1,,1,,
"n2","n1089","e14556",3,,1,,
"n2","n1090","e56995",1,,1,,
"n2","n1092","e41081",1,,1,,
"n2","n1094","e14598",2,,1,,
"n2","n1095","e14600",1,,1,,
"n2","n1096","e18923",1,,1,,
"n2","n1100","e46532",1,,1,,
"n2","n1103","e14829",1,,1,,
"n2","n1104","e22299",1,,1,,
"n2","n1107","e14892",1,,1,,
"n2","n1109","e58719",1,,1,,
"n2","n1110","e14973",1,,1,,
"n2","n1111","e14983",1,,1,,
"n2","n1112","e27657",1,,1,,
"n2","n1114","e15006",1,,1,,
"n2","n1115","e15016",1,,1,,
"n2","n1120","e15153",1,,1,,
"n2","n1121","e15158",1,,1,,
"n2","n1122","e54867",1,,1,,
"n2","n1123","e54270",1,,1,,
"n2","n1127","e49426",1,,1,,
"n2","n1128","e15380",1,,1,,
"n2","n1129","e17265",1,,1,,
"n2","n1130","e15404",1,,1,,
"n2","n1131","e28024",1,,1,,
"n2","n1132","e58369",1,,1,,
"n2","n1134","e28029",1,,1,,
"n2","n1137","e15580",1,,1,,
"n2","n1139","e24341",1,,1,,
"n2","n1141","e36749",1,,1,,
"n2","n1142","e19604",1,,1,,
"n2","n1143","e30000",1,,1,,
"n2","n1145","e15710",1,,1,,
"n2","n1147","e15743",1,,1,,
"n2","n1158","e21298",1,,1,,
"n2","n1159","e37370",1,,1,,
"n2","n1161","e56880",1,,1,,
"n2","n1162","e19863",1,,1,,
"n2","n1165","e35494",1,,1,,
"n2","n1167","e16294",1,,1,,
"n2","n1170","e16719",1,,1,,
"n2","n1172","e16404",1,,1,,
"n2","n1176","e40023",1,,1,,
"n2","n1177","e38030",1,,1,,
"n2","n1183","e48003",1,,1,,
"n2","n1184","e23970",2,,1,,
"n2","n1185","e16613",1,,1,,
"n2","n1189","e16924",1,,1,,
"n2","n1190","e44604",1,,1,,
"n2","n1191","e57699",1,,1,,
"n2","n1199","e23369",2,,1,,
"n2","n1203","e21940",1,,1,,
"n2","n1204","e17835",1,,1,,
"n2","n1208","e17567",1,,1,,
"n2","n1210","e17576",1,,1,,
"n2","n1214","e29511",1,,1,,
"n2","n1216","e17766",1,,1,,
"n2","n1217","e17767",1,,1,,
"n2","n1218","e17768",2,,1,,
"n2","n1219","e17830",1,,1,,
"n2","n1221","e17848",1,,1,,
"n2","n1223","e17860",1,,1,,
"n2","n1228","e54238",1,,1,,
"n2","n1231","e18301",1,,1,,
"n2","n1232","e18313",1,,1,,
"n2","n1233","e18317",1,,1,,
"n2","n1234","e18318",1,,1,,
"n2","n1235","e18346",1,,1,,
"n2","n1241","e30548",1,,1,,
"n2","n1244","e18749",1,,1,,
"n2","n1248","e26286",1,,1,,
"n2","n1250","e18909",1,,1,,
"n2","n1251","e46519",1,,1,,
"n2","n1255","e18973",1,,1,,
"n2","n1256","e44213",1,,1,,
"n2","n1257","e18978",1,,1,,
"n2","n1258","e19656",1,,1,,
"n2","n1260","e38254",1,,1,,
"n2","n1261","e35010",1,,1,,
"n2","n1262","e33460",1,,1,,
"n2","n1263","e44537",1,,1,,
"n2","n1264","e37786",1,,1,,
"n2","n1266","e19128",3,,1,,
"n2","n1268","e26737",1,,1,,
"n2","n1269","e25965",1,,1,,
"n2","n1275","e19266",1,,1,,
"n2","n1279","e19614",1,,1,,
"n2","n1280","e41661",1,,1,,
"n2","n1288","e19809",1,,1,,
"n2","n1294","e20114",1,,1,,
"n2","n1298","e29612",1,,1,,
"n2","n1303","e20105",1,,1,,
"n2","n1304","e20177",1,,1,,
"n2","n1306","e20207",3,,1,,
"n2","n1307","e20289",1,,1,,
"n2","n1308","e20313",1,,1,,
"n2","n1312","e20431",1,,1,,
"n2","n1313","e46571",1,,1,,
"n2","n1314","e20541",1,,1,,
"n2","n1316","e26260",1,,1,,
"n2","n1317","e20599",2,,1,,
"n2","n1318","e48513",1,,1,,
"n2","n1320","e20786",1,,1,,
"n2","n1321","e20797",1,,1,,
"n2","n1323","e20806",1,,1,,
"n2","n1326","e20845",1,,1,,
"n2","n1330","e54918",1,,1,,
"n2","n1332","e20974",1,,1,,
"n2","n1333","e40444",1,,1,,
"n2","n1334","e21153",1,,1,,
"n2","n1337","e21233",1,,1,,
"n2","n1341","e21295",1,,1,,
"n2","n1342","e21305",1,,1,,
"n2","n1347","e21432",1,,1,,
"n2","n1350","e21955",1,,1,,
"n2","n1351","e26786",1,,1,,
"n2","n1352","e21490",1,,1,,
"n2","n1362","e21941",1,,1,,
"n2","n1365","e22020",1,,1,,
"n2","n1366","e39249",1,,1,,
"n2","n1367","e22076",1,,1,,
"n2","n1370","e22161",1,,1,,
"n2","n1371","e22162",2,,1,,
"n2","n1373","e36764",1,,1,,
"n2","n1374","e22261",1,,1,,
"n2","n1377","e22287",1,,1,,
"n2","n1378","e22332",1,,1,,
"n2","n1380","e27380",1,,1,,
"n2","n1381","e26363",1,,1,,
"n2","n1383","e30356",1,,1,,
"n2","n1387","e22459",1,,1,,
"n2","n1389","e49555",1,,1,,
"n2","n1390","e22544",1,,1,,
"n2","n1394","e22603",1,,1,,
"n2","n1395","e48210",1,,1,,
"n2","n1396","e38127",1,,1,,
"n2","n1402","e27347",1,,1,,
"n2","n1404","e33563",1,,1,,
"n2","n1405","e22957",2,,1,,
"n2","n1406","e45719",1,,1,,
"n2","n1409","e23043",1,,1,,
"n2","n1410","e55106",1,,1,,
"n2","n1411","e31642",1,,1,,
"n2","n1412","e42035",1,,1,,
"n2","n1413","e23062",1,,1,,
"n2","n1417","e41080",1,,1,,
"n2","n1418","e35962",1,,1,,
"n2","n1422","e50445",1,,1,,
"n2","n1425","e23565",2,,1,,
"n2","n1430","e23805",1,,1,,
"n2","n1431","e23804",1,,1,,
"n2","n1432","e23803",1,,1,,
"n2","n1437","e24005",1,,1,,
"n2","n1439","e26549",1,,1,,
"n2","n1441","e24086",1,,1,,
"n2","n1442","e54852",1,,1,,
"n2","n1443","e46872",1,,1,,
"n2","n1445","e24338",1,,1,,
"n2","n1447","e24355",1,,1,,
"n2","n1449","e24442",3,,1,,
"n2","n1451","e52097",1,,1,,
"n2","n1458","e24856",1,,1,,
"n2","n1459","e24931",1,,1,,
"n2","n1464","e34244",1,,1,,
"n2","n1465","e25105",1,,1,,
"n2","n1467","e25135",3,,1,,
"n2","n1470","e47868",1,,1,,
"n2","n1473","e25293",1,,1,,
"n2","n1475","e25339",1,,1,,
"n2","n1479","e25437",1,,1,,
"n2","n1481","e56991",1,,1,,
"n2","n1497","e55473",3,,1,,
"n2","n1498","e57508",1,,1,,
"n2","n1499","e25788",1,,1,,
"n2","n1503","e25964",1,,1,,
"n2","n1504","e25911",1,,1,,
"n2","n1505","e26024",1,,1,,
"n2","n1506","e26017",1,,1,,
"n2","n1510","e26081",1,,1,,
"n2","n1515","e26219",2,,1,,
"n2","n1516","e26221",1,,1,,
"n2","n1526","e51284",1,,1,,
"n2","n1531","e26563",1,,1,,
"n2","n1535","e26656",1,,1,,
"n2","n1541","e40365",1,,1,,
"n2","n1542","e26850",1,,1,,
"n2","n1547","e38396",1,,1,,
"n2","n1551","e27408",1,,1,,
"n2","n1552","e51534",1,,1,,
"n2","n1553","e27009",1,,1,,
"n2","n1554","e33798",1,,1,,
"n2","n1555","e27063",1,,1,,
"n2","n1556","e27075",1,,1,,
"n2","n1572","e27542",2,,1,,
"n2","n1576","e27556",1,,1,,
"n2","n1581","e27769",1,,1,,
"n2","n1586","e45095",1,,1,,
"n2","n1587","e27930",1,,1,,
"n2","n1588","e35501",1,,1,,
"n2","n1593","e28022",1,,1,,
"n2","n1598","e54165",1,,1,,
"n2","n1599","e28091",1,,1,,
"n2","n1600","e28096",1,,1,,
"n2","n1608","e28292",1,,1,,
"n2","n1609","e28295",1,,1,,
"n2","n1618","e28593",1,,1,,
"n2","n1623","e44027",1,,1,,
"n2","n1625","e28664",1,,1,,
"n2","n1629","e34321",1,,1,,
"n2","n1631","e42330",1,,1,,
"n2","n1635","e28973",1,,1,,
"n2","n1637","e29016",1,,1,,
"n2","n1638","e55579",1,,1,,
"n2","n1640","e29047",1,,1,,
"n2","n1646","e44563",1,,1,,
"n2","n1650","e29440",1,,1,,
"n2","n1652","e31309",1,,1,,
"n2","n1655","e53655",1,,1,,
"n2","n1656","e29509",1,,1,,
"n2","n1657","e29512",1,,1,,
"n2","n1660","e29598",1,,1,,
"n2","n1661","e29669",1,,1,,
"n2","n1662","e29681",1,,1,,
"n2","n1664","e43064",1,,1,,
"n2","n1670","e30003",1,,1,,
"n2","n1673","e30087",1,,1,,
"n2","n1674","e30331",1,,1,,
"n2","n1675","e30344",1,,1,,
"n2","n1677","e37661",2,,1,,
"n2","n1678","e30372",1,,1,,
"n2","n1683","e30550",1,,1,,
"n2","n1686","e30639",1,,1,,
"n2","n1691","e30768",1,,1,,
"n2","n1695","e30814",1,,1,,
"n2","n1696","e30840",1,,1,,
"n2","n1698","e45930",1,,1,,
"n2","n1700","e30905",1,,1,,
"n2","n1703","e31003",1,,1,,
"n2","n1704","e31013",1,,1,,
"n2","n1708","e33058",1,,1,,
"n2","n1716","e38969",1,,1,,
"n2","n1717","e31431",1,,1,,
"n2","n1718","e51451",1,,1,,
"n2","n1719","e31467",1,,1,,
"n2","n1720","e31510",1,,1,,
"n2","n1721","e31522",1,,1,,
"n2","n1725","e31560",1,,1,,
"n2","n1726","e53921",1,,1,,
"n2","n1727","e40161",1,,1,,
"n2","n1733","e31838",1,,1,,
"n2","n1734","e57982",1,,1,,
"n2","n1739","e31995",1,,1,,
"n2","n1740","e32007",1,,1,,
"n2","n1741","e32000",1,,1,,
"n2","n1742","e32006",1,,1,,
"n2","n1744","e32071",1,,1,,
