Source,Target,Id,duplicate,UMich,ASU,IUB,IUPUI,Dist2Air,MASS,Seats0Stop,Seats1Stop,Seats2Stop,Seats3Stop,Lines0Stop,Lines1Stop,Lines2Stop,Lines3Stop
"n0","n1526","e30729",1,1,,,,8.520259361858566,595.0,0.0,0.0,1289.1614344562563,9446.197985335524,0.0,0.0,5.708267473384861,40.9306569799962
"n0","n1527","e26513",1,1,,,,71.48468501213841,1.0,0.0,800.4109777691292,3486.112980645702,125046.59480251986,0.0,5.830951894845301,25.146995361628186,151.09158787350054
"n0","n1530","e26557",1,1,,,,16.255274393368495,1273.0,0.0,1556.9969492584114,5888.848319009272,218274.28979146507,0.0,6.6332495807108,26.718717158438995,176.30718049419693
"n0","n1532","e26613",3,1,,,,40.85642166495322,1.0,0.0,0.0,1271.6496099550525,9065.660726776932,0.0,0.0,5.96273195774369,43.43612176814627
"n0","n1533","e26616",1,1,,,,26.44225499216474,179.0,0.0,0.0,1202.5565036801518,12122.193589263574,0.0,0.0,6.854124001832624,63.2243682132611
"n0","n1534","e26650",2,1,,,,7.960595263969182,1.0,0.0,0.0,1396.0310065941326,10927.541945941732,0.0,0.0,6.979532046908886,56.537549998796614
"n0","n1536","e26661",1,1,,,,13.008557126263867,1.0,0.0,0.0,992.0720300573803,6390.516876921207,0.0,0.0,4.530654896083492,31.131186345285002
"n0","n1537","e26734",1,1,,,, , , , , , , , , ,no node match
"n0","n1539","e26759",1,1,,,,8.580707843195784,18721.0,0.0,531.4052126202753,3973.7641018704535,120552.09288113673,0.0,2.8284271247461903,21.912084096728474,159.4435862208246
"n0","n1540","e26802",1,1,,,,26.226109857833723,53.0,0.0,0.0,1055.4032942234255,9138.19461675372,0.0,0.0,5.828476683251456,51.40027064770375
"n0","n1541","e43854",1,1,,,,1.9841458884015948,278.0,0.0,749.095009550413,3377.6547295397268,121038.97471456644,0.0,5.477225575051661,23.913088208542423,145.13768245545512
"n0","n1544","e26933",1,1,,,,3.1595235874891747,1.0,0.0,0.0,1511.4745230597155,9249.236962382769,0.0,0.0,9.781946493017495,58.11606098861908
