Source;Target;Id;duplicate;UMich;ASU;IUB;IUPUI;Dist2Air;MASS;Seats0Stop;Seats1Stop;Seats2Stop;Seats3Stop;Lines0Stop;Lines1Stop;Lines2Stop;Lines3Stop;GeoDist;CollabPaperCount;institution;NLink;cosine
n0;n656;e5865;1;1;;;;16.24090705;3690;0;2794.60645;10224.14234;347419.6991;0;13.96424004;50.636287;301.6961076;4240.142002;20;1;1;0.502035715
n0;n657;e5877;1;1;;;;8.116203196;12195;0;1269.706659;4938.771728;184932.4714;0;5.477225575;22.68235294;153.2126085;7002.19613;15;1;1;0.448680008
n0;n658;e5873;1;1;;;;9.294319499;2983;120;838.7955203;3586.23285;118869.874;1;6.567764363;25.25994178;147.6486279;774.3301288;23;1;0;0.539461824
n0;n659;e25746;1;1;;;;5.03601142;400;0;488.0372254;2368.499584;97397.82328;0;3.31662479;16.23325099;105.7449061;272.430605;6;1;1;0.903678665
n0;n660;e5892;1;1;;;;16.39459051;375;120;636.5268628;2929.584543;100439.6337;1;5.123105626;20.50866582;126.3315511;386.6510855;2;1;0;0.258826638
n0;n661;e5903;1;1;;;;8.353576772;1667;0;0;0;994.2684094;0;0;0;8.105965187;4056.028757;4;1;3;0.942002778
n0;n662;e14200;1;1;;;;2.093270927;1959;0;0;869.7908503;5730.11696;0;0;5.788960372;36.84291619;2539.592019;12;1;2;0.819223919
n0;n663;e5910;1;1;;;;6.040359039;23;0;0;249.9997867;3095.876675;0;0;1;14.76627186;7547.639594;2;1;2;0.127897729
n0;n664;e5925;1;1;;;;17.60216956;5145;0;995.6294491;4828.726429;152847.8637;0;5.291502622;26.57856597;175.3690893;4460.87047;21;1;1;0.957328497
n0;n665;e5946;1;1;;;;27.91894209;536;0;473.6351151;2624.229484;96393.96892;0;3.741657387;18.12075515;118.5986903;1292.29335;2;1;1;0.422055761
n0;n666;e5958;1;1;;;;3.559496212;1063;0;429.5113503;2204.261788;90776.32403;0;3.464101615;17.63380492;112.091575;2029.018167;17;1;1;0.663996759
n0;n667;e5962;1;1;;;;18.64246009;470;0;334.0658618;1526.385058;79536.05738;0;2;10.15830511;67.29968483;850.5207565;1;1;1;0.221302304
n0;n668;e5966;1;1;;;;11.01898556;6525;0;0;1171.851746;8840.197124;0;0;5.440121825;39.46017272;9385.016312;14;1;2;0.950248842
n0;n671;e6011;1;1;;;;17.55532217;6693;0;455.1922671;2059.816441;93826.03793;0;2.236067977;10.32364738;83.3059141;5172.380359;9;1;1;0.797163095
n0;n673;e8044;1;1;;;;4.568361161;1199;120;1641.838033;5987.398116;177667.6028;1;12.70469991;42.48306656;226.238079;509.0903708;16;1;0;0.59666542
n0;n674;e7052;1;1;;;;6.762784923;2137;120;1701.222944;6191.399833;184181.7836;1;12.70469991;42.71839736;227.3657336;779.257105;12;1;0;0.90455248
n0;n675;e11197;1;1;;;;5.614574291;7168;0;674.1364847;3303.167889;118484.1615;0;5.291502622;22.84318656;142.1754209;1151.180476;36;1;1;0.869058856
n0;n677;e6138;1;1;;;;19.17807848;31;0;0;818.6056762;8400.725964;0;0;4.890973247;39.08561016;4169.877674;1;1;2;0.287454131
n0;n678;e6152;1;1;;;;40.5605273;1063;120;1612.783767;5988.317381;177405.4441;1;12.5758369;42.45199303;226.240223;687.8340253;9;1;0;0.338249793
n0;n679;e6159;1;1;;;;23.57748632;3627;0;799.200121;4624.570283;155457.3335;0;3.31662479;19.28792752;138.6179668;6860.272444;1;1;1;0.700316702
n0;n680;e13184;1;1;;;;36.29743722;628;0;0;757.4541236;7040.159525;0;0;3.870876641;38.29098961;4158.796818;36;1;2;0.319664098
n0;n681;e22974;1;1;;;;19.62173375;1887;0;97.97958971;648.4473791;42654.75847;0;1.414213562;7.611367997;48.2464471;468.9738392;8;1;1;0.536014534
n0;n682;e6208;1;1;;;;2.33445457;212;0;587.0029458;2782.114357;106473.7583;0;4.123105626;18.91276239;117.5514925;1248.012359;4;1;1;0.829553753
n0;n683;e29309;1;1;;;;11.57048552;306;0;644.6859701;3047.632993;111897.9054;0;4.898979486;22.13221251;136.6545629;668.7613646;5;1;1;0.387931763
n0;n684;e6234;1;1;;;;11.36568988;12504;0;2222.287991;8502.698675;267314.7907;0;9.848857802;39.51175062;245.6565839;5988.521191;2;1;1;0.98427926
n0;n685;e38289;1;1;;;;51.6129741;1194;0;828.1763097;3548.167939;132223.4484;0;4;19.1263403;120.3010861;1933.459615;7;1;1;0.313967272
n0;n686;e6248;1;1;;;;27.11718243;8387;0;795.744934;3759.806291;127825.6359;0;3.31662479;16.39894268;112.4705308;6665.521921;21;1;1;0.973545689
n0;n687;e6250;1;1;;;;23.78894343;9;0;243.9672109;1635.376133;68382.6687;0;2;11.22087258;73.94097099;1986.606051;6;1;1;0.288077377
n0;n690;e6254;1;1;;;;3.664703896;3515;0;0;1322.282772;9811.189898;0;0;5.867464308;42.51903505;9100.579398;6;1;2;0.353492667
n0;n691;e6259;1;1;;;;29.52095753;3302;0;1006.3074;4902.037413;155623.5176;0;4.582575695;25.52269232;170.3605455;4780.354625;12;1;1;0.507465269
n0;n692;e42030;1;1;;;;72.02501766;504;0;0;1058.098049;8032.901456;0;0;5.417501515;42.82945004;7544.547087;1;1;2;0.834420786
n0;n693;e6273;1;1;;;;17.02195821;1;0;1250.985512;5340.75103;170766.114;0;6;27.32084773;178.8510823;4453.724111;3;1;1;0.967435204
n0;n694;e24832;1;1;;;;9.798012537;13180;0;517.4127946;3337.981872;104791.6974;0;2.828427125;18.39078432;134.4183816;3930.792681;8;1;1;0.660047385
n0;n696;e6308;1;1;;;;4.109115931;1429;0;642.7674541;3272.35787;112329.1965;0;4.242640687;20.894138;127.0349528;1905.155158;12;1;1;0.667234438
n0;n697;e6327;1;1;;;;27.99724115;580;0;670.5315056;3584.965784;121129.8824;0;3.605551275;19.97457868;142.9284534;4254.814662;5;1;1;0.393965222
n0;n698;e6357;1;1;;;;46.11462938;4230;0;449.3328388;3040.770374;96347.90227;0;1.732050808;13.63403009;99.33471162;7626.567719;29;1;1;0.57457994
n0;n700;e6365;1;1;;;;30.4248226;1270;120;1660.654731;6062.077795;178608.2941;1;12.83215957;43.32333322;227.8021661;537.5923041;16;1;0;0.637353966
n0;n701;e6366;1;1;;;;15.25765141;1408;0;0;979.0763846;12561.64963;0;0;5.289572473;52.59617716;4011.890562;4;1;2;0.880195224
n0;n703;e8045;1;1;;;;12.43460592;2501;0;1349.109521;5395.740396;187129.3303;0;5.830951895;24.57640264;161.5190851;7375.936063;11;1;1;0.45083293
n0;n705;e6383;1;1;;;;9.718570503;262;0;243.9672109;1635.376133;68382.6687;0;2;11.22087258;73.94097099;1973.749161;1;1;1;0.482605102
n0;n706;e7072;1;1;;;;3.108073792;436;0;159.6245595;1411.418268;55401.0805;0;1;8.785992832;60.31909027;1720.144484;4;1;1;0.377308549
n0;n707;e6400;1;1;;;;32.89791493;12702;0;0;1098.316925;10676.92368;0;0;6.24879977;62.69669336;4243.231783;3;1;2;0.882614465
n0;n709;e6402;1;1;;;;12.52861976;2913;120;1388.820406;5224.124016;161914.5233;1;10.89949494;37.75145103;205.6970045;543.8105132;59;1;0;0.430547996
n0;n710;e6483;1;1;;;;15.61607124;2679;0;813.4110277;5184.479791;177623.5678;0;3.872983346;26.92830073;186.1940864;3808.822978;29;1;1;0.601143929
n0;n711;e9730;1;1;;;;34.75305106;1263;120;769.8117676;3314.705678;112634.862;1;5.898979486;23.83392987;143.005188;104.476833;39;1;0;0.478031624
n0;n712;e11445;1;1;;;;16.56437574;172;0;0;1245.545681;8813.437728;0;0;7.98956974;53.2864255;215.9800867;7;1;2;0.863469659
n0;n713;e6518;1;1;;;;1.960442915;4091;0;330.0908966;1771.984234;79357.57692;0;2.449489743;12.89592901;88.43983442;573.8775962;37;1;1;0.9483778
n0;n715;e6522;1;1;;;;32.5486197;10676;0;0;1598.743689;14079.06243;0;0;8.568080703;78.40232947;3985.316748;18;1;2;0.55834297
n0;n716;e6524;1;1;;;;66.14706999;6;0;918.6631592;4453.495675;152024.5494;0;4.242640687;21.20796794;141.0038073;6773.638295;1;1;1;0.294138818
n0;n717;e6539;1;1;;;;14.98270994;2569;0;0;2411.92697;22342.68081;0;0;13.51758112;108.7731976;3976.83358;15;1;2;0.547203336
n0;n718;e6545;1;1;;;;27.78351157;547;0;266.7958021;1632.150455;71418.3424;0;2.645751311;14.01348608;95.55472633;379.307744;4;1;1;0.44282736
n0;n719;e6561;1;1;;;;43.13458975;146;0;3766.666018;12341.05152;513838.9879;0;18.54723699;61.37237871;359.1542177;3952.392106;1;1;1;0.860784966
n0;n720;e6658;1;1;;;;31.37595816;4208;0;0;1072.85408;8447.056871;0;0;5.990726415;47.15908421;4163.05531;9;1;2;0.954077448
n0;n721;e6650;1;1;;;;7.307833559;222;0;0;840.762396;17482.14631;0;0;4.932424149;43.90263407;4297.112847;2;1;2;0.724499695
n0;n722;e6602;1;1;;;;21.64966699;205;0;0;998.3812121;30893.05528;0;0;5.229321532;50.94982732;3982.300948;15;1;2;0.430278207
n0;n723;e6719;1;1;;;;3.248209971;5950;0;1029.127867;5200.178294;170754.8994;0;5;26.89133746;180.4350648;5445.997993;4;1;1;0.9663987
n0;n724;e6726;1;1;;;;10.22144997;308;0;1268.023265;5457.052853;192345.9412;0;5.477225575;24.86092961;165.8291521;8037.597301;1;1;1;0.816589245
n0;n725;e6774;1;1;;;;30.81328111;59;0;0;1291.70019;31258.93573;0;0;6.439276696;48.25007291;3195.749502;3;1;2;0.131461609
n0;n726;e6771;1;1;;;;4.678292126;500;0;1035.83476;4711.450711;158357.8215;0;5.567764363;26.01278859;165.2048137;2953.553923;25;1;1;0.356197822
n0;n728;e6790;1;1;;;;1.919484459;2722;0;557.4943946;3117.142362;109006.2879;0;3.16227766;17.27196033;130.5180356;4416.843409;9;1;1;0.935231208
n0;n729;e6859;1;1;;;;19.65951456;159;0;1278.929631;5327.915195;168195.3353;0;6.480740698;28.14009392;176.913182;4021.701353;17;1;1;0.356207853
n0;n730;e6944;1;1;;;;25.30685617;1;0;0;1344.147244;15728.92233;0;0;7.741753281;64.79589409;4103.953005;24;1;2;0.967435204
n0;n731;e8116;1;1;;;;8.689231197;5787;120;1326.757639;5016.081846;156120.3039;1;10.21954446;35.9167215;199.2733727;393.3120722;106;1;0;0.928517296
n0;n732;e6984;1;1;;;;35.92733138;176;120;1688.466241;6157.293599;183105.3719;1;13.16552506;43.67568919;231.0106618;708.8425264;2;1;0;0.160285113
n0;n733;e15858;1;1;;;;12.15640903;17038;1295;5636.386866;15764.0126;719945.042;5;23.49324201;69.24887749;390.1264307;4151.721633;65;1;0;0.872808924
n0;n736;e7021;1;1;;;;6.929561601;8271;0;643.7390776;3151.472085;122024.209;0;3.16227766;14.50933907;107.9977987;8000.212107;13;1;1;0.484248555
n0;n737;e37265;1;1;;;;1.903558117;413;0;242.7344228;1860.58079;68630.73047;0;1.732050808;11.95057411;83.01267845;1964.770632;4;1;1;0.689871698
n0;n738;e26055;1;1;;;;2.83973552;8707;0;366.7424164;2026.540694;86391.64514;0;2;11.76449739;91.56255119;3800.221146;12;1;1;0.714817542
n0;n740;e51601;1;1;;;;53.12126935;259;248;3533.64581;11084.67248;378219.2275;2;21.59591794;65.61519324;346.5517162;1761.607792;0;1;0;0.516980026
n0;n743;e7070;1;1;;;;5.022503259;3855;0;594.5250205;2842.420723;109974.5513;0;3.464101615;15.39425137;95.88661511;5323.404005;5;1;1;0.699094216
n0;n744;e7086;1;1;;;;4.357643196;10791;0;610.4643042;3191.261881;114669.2412;0;3.464101615;17.31628797;111.8845343;5407.544686;23;1;1;0.857422702
n0;n745;e7093;1;1;;;;5.682662145;31251;0;0;1109.849164;15857.79379;0;0;4.020725759;34.41874862;6351.159981;55;1;2;0.661321144
n0;n746;e7106;1;1;;;;6.325613216;812;0;415.4034184;2408.273908;91829.7877;0;3.31662479;16.43971597;110.1545915;932.9229228;7;1;1;0.870536263
n0;n749;e8195;1;1;;;;2.25032143;632;0;360.8434564;3762.499295;93906.49451;0;1;14.46814621;112.4236596;7551.652881;1;1;1;0.660915357
n0;n750;e51361;1;1;;;;19.94685484;128;0;366.7424164;2118.771154;88646.94851;0;2;12.0793684;94.85919943;3878.923494;1;1;1;0.426408243
n0;n751;e15046;1;1;;;;6.370435778;3809;0;0;1449.569421;11549.69074;0;0;8.545317363;65.42247894;3900.055017;6;1;2;0.814822863
n0;n753;e12874;1;1;;;;5.854963179;2560;120;1198.351211;4647.140847;147982.6608;1;9.246211251;33.20911691;186.2608368;321.4771766;13;1;0;0.82125181
n0;n754;e17864;1;1;;;;8.73090289;4840;0;0;947.2761775;8037.681782;0;0;5.924992137;47.65065628;3882.545098;2;1;2;0.971022943
n0;n755;e24046;1;1;;;;18.04276375;8694;0;681.3486626;3543.321922;117930.0004;0;3.16227766;15.91909831;110.029682;6423.234058;15;1;1;0.970719258
n0;n756;e11871;1;1;;;;11.22983095;1204;0;2115.896067;8482.4934;328914.3752;0;7.615773106;33.00695363;224.1839372;7950.972189;39;1;1;0.394886994
n0;n757;e27113;1;1;;;;24.84734103;5284;0;2585.121096;9408.874389;435297.5921;0;7.937253933;33.11308109;233.8664537;9281.957562;11;1;1;0.754411247
n0;n758;e30806;1;1;;;;15.22734243;5271;0;554.3885521;2818.425166;105740.9317;0;3.16227766;15.69180784;117.4865431;4534.164367;3;1;1;0.857128423
n0;n759;e53966;1;1;;;;1.681097835;161;0;915.5615763;4011.902121;134633.9005;0;7.141428429;28.90121176;170.3585644;828.9376955;1;1;1;0.310303934
n0;n760;e9929;1;1;;;;4.191886953;660;120;1294.983336;4961.070495;153552.878;1;9.94427191;35.32148503;195.124089;400.7969882;5;1;0;0.874172531
n0;n761;e7484;1;1;;;;4.953485442;2097;0;1531.822716;6645.515852;201853.8519;0;7.937253933;34.95553145;220.8145697;4482.683256;5;1;1;0.669807569
n0;n762;e7493;1;1;;;;3.046159762;437;0;0;1411.870172;24677.53935;0;0;8.424944747;63.50941088;4402.525979;18;1;2;0.886948365
n0;n763;e7525;1;1;;;;27.77784746;4726;0;0;2366.612634;24201.19259;0;0;12.96439964;106.2124406;4396.59528;14;1;2;0.936656545
n0;n764;e7524;1;1;;;;19.24313626;3863;0;0;1612.180729;13995.86277;0;0;8.991762009;77.66529402;4493.950401;53;1;2;0.974439581
n0;n765;e7502;1;1;;;;6.468760998;27442;0;846.6211274;4157.899429;145249.4494;0;4.582575695;22.89005072;157.6498855;3659.830133;62;1;1;0.979205281
n0;n767;e30318;1;1;;;;35.87663269;195;120;1756.297073;6367.803379;185922.6822;1;13.88409873;45.9240878;240.0982411;179.4050174;2;1;0;0.425166998
n0;n768;e7616;1;1;;;;8.687629153;1;0;1713.353729;6838.052384;294093.9348;0;7.280109889;30.97889148;216.3694876;7776.816309;1;1;1;0.967435204
n0;n769;e7641;1;1;;;;24.88333335;109;0;1296.254219;5872.335614;189592.6483;0;6.08276253;28.96113752;190.0148826;5774.466307;15;1;1;0.56451834
n0;n770;e20803;1;1;;;;23.03655249;1414;0;0;860.7193946;10473.35689;0;0;4.904868132;42.75057962;3974.763639;2;1;2;0.60705767
n0;n771;e17614;1;1;;;;4.355568341;2962;0;1213.722785;6231.579992;238922.3497;0;5.830951895;32.74563457;220.7077858;4306.177045;12;1;1;0.784423911
n0;n772;e7654;1;1;;;;28.7273036;41;0;0;1647.973493;15609.6793;0;0;9.294767164;82.03769934;3386.224049;3;1;2;0.818844954
n0;n777;e13779;1;1;;;;39.12188291;5320;0;0;1471.75932;13801.71294;0;0;8.88326612;74.43468839;3655.541384;7;1;2;0.599328535
n0;n779;e8739;1;1;;;;50.45982984;175;0;0;1041.750441;8189.848791;0;0;5.962731958;47.33989431;3887.198895;11;1;2;0.31597469
n0;n780;e11550;1;1;;;;18.28367041;4344;1079.5;7266.706762;19535.07662;1286537.338;4;31.36786437;87.62992269;498.6967918;3780.209767;17;1;0;0.87459739
n0;n781;e8464;1;1;;;;41.97093286;530;0;822.1332009;3630.329018;128479.2806;0;6.164414003;25.94876378;156.868925;689.330936;6;1;1;0.580329466
n0;n782;e45409;1;1;;;;6.408095758;1107;0;0;1631.853608;11084.94572;0;0;7.398636223;51.64137385;7751.710243;2;1;2;0.461519505
n0;n783;e7832;1;1;;;;64.84582896;382;0;2677.336717;9837.550075;359590.3602;0;11;43.0055329;276.1757578;5366.500911;3;1;1;0.763138576
n0;n784;e7864;1;1;;;;5.221754892;2618;0;1062.387249;5337.583648;187442.1257;0;4.898979486;26.63409503;181.8960012;5587.07004;6;1;1;0.91328666
n0;n785;e7852;1;1;;;;17.47330006;888;0;0;985.0752351;9336.555345;0;0;5.241482788;51.83045432;4443.950387;2;1;2;0.924097821
n0;n786;e21435;1;1;;;;1.201556732;9043;0;0;895.0002476;8456.102945;0;0;5.241482788;50.49213604;3536.118768;25;1;2;0.930493825
n0;n787;e17277;1;1;;;;5.116171653;13201;0;2623.984732;9569.448607;345146.4979;0;13.60147051;49.7130073;304.0346457;4052.442947;23;1;1;0.97639608
n0;n788;e11492;1;1;;;;4.019636164;8729;0;611.2896204;3391.568352;114092.6198;0;3;17.97625874;132.3932327;3440.682209;25;1;1;0.913184238
n0;n789;e7887;1;1;;;;36.11229529;1323;0;0;785.1700931;5499.350983;0;0;4.876998961;33.98237655;2450.23789;19;1;2;0.584681133
n0;n790;e10724;1;1;;;;9.55118427;4983;0;0;1457.065428;10406.23041;0;0;6.518683915;45.45440881;9878.298205;13;1;2;0.483756408
n0;n791;e19260;1;1;;;;36.47994321;4327;0;670.5315056;3584.965784;121129.8824;0;3.605551275;19.97457868;142.9284534;4278.070022;9;1;1;0.512389695
n0;n792;e54452;1;1;;;;79.39023555;440;0;0;249.9997867;3095.876675;0;0;1;14.76627186;7372.678639;2;1;2;0.442663054
n0;n793;e7985;1;1;;;;10.04822969;452;355.5;2546.27578;8238.325257;232806.7837;2;18.21727474;55.70011133;279.6830406;1085.870832;8;1;0;0.865924692
n0;n794;e7997;1;1;;;;2.674611707;812;0;0;947.2761775;8037.681782;0;0;5.924992137;47.65065628;3924.850598;4;1;2;0.536887036
n0;n796;e8020;1;1;;;;8.307385705;3055;0;0;815.0748163;6983.680434;0;0;4.610436292;39.70062438;4162.652724;7;1;2;0.894387652
n0;n797;e8023;1;1;;;;5.947382575;9962;0;431.5727053;3185.063584;98520.41787;0;2.236067977;17.82041564;130.8602382;4846.397244;23;1;1;0.92703754
n0;n798;e24385;1;1;;;;36.37256023;282;0;440.4100362;2267.881926;91988.52247;0;3.16227766;16.3027658;110.1121916;636.3130037;5;1;1;0.456752884
n0;n799;e8034;1;1;;;;47.09933027;1;0;1731.045927;6470.601011;241357.453;0;7.071067812;28.38898202;190.1999464;6371.516153;0;1;1;0.967435204
n0;n801;e8070;1;1;;;;0.821675173;72;0;0;1438.169719;9173.473395;0;0;8.554437239;54.08371929;2460.243127;1;1;2;0.486336449
n0;n802;e8092;1;1;;;;26.25155606;11786;0;0;1722.024146;15309.74617;0;0;9.454071946;85.04023548;4189.033574;8;1;2;0.544801152
n0;n803;e8119;1;1;;;;24.2854153;9356;0;846.6211274;4157.899429;145249.4494;0;4.582575695;22.89005072;157.6498855;3673.362705;15;1;1;0.641325919
n0;n805;e15688;1;1;;;;18.48844977;2794;0;288.444102;2141.71781;75306.16517;0;1;8.428958841;63.97993157;6704.599585;2;1;1;0.984564557
n0;n806;e36497;1;1;;;;4.375356261;232;0;888.9389555;3810.688473;132315.5079;0;6.708203932;27.28475689;160.6690624;564.0141904;3;1;1;0.618018185
n0;n807;e19072;1;1;;;;17.87146936;15807;0;1084.691969;5585.223286;167726.2829;0;5.744562647;29.38861519;196.5388851;4907.309583;19;1;1;0.389285374
n0;n809;e13611;1;1;;;;5.169963552;2976;0;0;1363.082439;19920.12807;0;0;6.709172852;59.29793785;5798.191496;1;1;2;0.781303035
n0;n810;e12540;1;1;;;;1.364505464;2762;0;0;1079.919155;6528.068888;0;0;6.510830072;37.69407011;5504.185032;9;1;2;0.569683159
n0;n811;e23843;1;1;;;;39.23943225;212;131.3333333;2431.253906;8187.683263;234287.4293;1;18.1464282;57.01735808;288.0325902;225.4509398;3;1;0;0.465684373
n0;n812;e23198;1;1;;;;3.470564418;5946;0;0;985.0752351;9336.555345;0;0;5.241482788;51.83045432;4429.928833;12;1;2;0.949320386
n0;n816;e55503;1;1;;;;24.99791916;2430;0;101.5874008;737.9663182;43599.64842;0;1.414213562;8.501554624;57.30134338;518.3088555;2;1;1;0.518475177
n0;n817;e27960;1;1;;;;28.60674565;3805;0;0;563.0349466;4653.499348;0;0;3.27106631;28.07615625;4337.592856;4;1;2;0.801219457
n0;n820;e9678;1;1;;;;62.6934746;847;0;1129.162226;5493.759095;160437.0652;0;6.164414003;29.7971322;166.9376769;4370.767831;27;1;1;0.316016735
n0;n821;e8389;1;1;;;;7.134565407;168;0;751.127153;3587.060106;123470.3545;0;3;15.67020523;116.2340478;6172.107913;1;1;1;0.322300128
n0;n822;e8414;1;1;;;;17.74363859;146;0;259.3260496;2057.368796;73038.33512;0;1.414213562;11.97246875;98.68576068;4221.756613;1;1;1;0.433794045
n0;n824;e8416;1;1;;;;8.043346341;3377;0;749.2796541;4566.730023;137773.5263;0;2.828427125;18.15461577;133.3604771;7432.615224;13;1;1;0.923750388
n0;n825;e38513;1;1;;;;12.52049466;1143;0;807.8044318;3923.390483;129885.6146;0;5.477225575;25.05504304;147.7147729;2720.778687;4;1;1;0.544550867
n0;n826;e27708;1;1;;;;18.0078196;726;0;125.8040805;1004.383886;48839.36091;0;1.732050808;10.38554823;70.55846046;724.6280193;7;1;1;0.43524736
n0;n827;e8460;1;1;;;;3.79956821;19;0;873.3298346;3355.033424;131959.4922;0;3.872983346;15.69679813;112.8721114;6910.867575;1;1;1;0.276383
n0;n828;e56266;1;1;;;;6.612034049;272;120;1246.489089;4805.510342;150392.5088;1;9.660254038;34.46405158;191.586262;406.4897133;1;1;0;0.594746937
n0;n829;e8487;1;1;;;;5.2814015;13010;0;1216.161151;4989.187689;161455.6087;0;6;25.68592706;163.4821818;3553.215195;23;1;1;0.911835018
n0;n830;e27730;1;1;;;;2.122589184;1195;0;486.6210024;2291.720982;96451.87276;0;3.605551275;16.25287478;104.9020351;1427.809154;6;1;1;0.479230101
n0;n831;e8500;1;1;;;;45.26658386;4238;0;2960.973275;10640.25982;500407.1461;0;12.88409873;48.77497197;332.4121493;4853.959444;4;1;1;0.400466567
n0;n832;e47998;1;1;;;;54.98560805;6594;0;565.3494495;3244.596073;111682.2265;0;3.16227766;18.07285676;134.618581;4197.499474;6;1;1;0.872690721
n0;n833;e8512;1;1;;;;10.24284131;4280;0;1213.317972;5225.630784;182685.1157;0;5.196152423;24.00211854;157.3194958;6803.611621;3;1;1;0.462502737
n0;n835;e22347;1;1;;;;7.749658535;1062;0;108.9954127;940.3310328;45447.29877;0;1;7.775168952;54.81166076;1453.685258;5;1;1;0.401555468
n0;n837;e12414;1;1;;;;3.217983163;1338;0;891.036101;3952.978654;134142.5569;0;5.916079783;24.88926449;153.7411731;1549.322775;23;1;1;0.622015974
n0;n838;e24717;1;1;;;;32.01409023;589;560.4166667;3992.491704;12652.83029;489061.2641;2;18.43167673;60.32160012;355.3890336;3921.901882;1;1;0;0.468995742
n0;n840;e8703;1;1;;;;21.90569612;1495;0;0;2262.682795;22972.28582;0;0;12.44616851;99.97173794;3971.086101;3;1;2;0.486911624
n0;n841;e8738;1;1;;;;2.350408558;16342;0;670.5315056;3584.965784;121129.8824;0;3.605551275;19.97457868;142.9284534;4277.253443;9;1;1;0.957835734
n0;n842;e8773;1;1;;;;6.220849814;1197;0;944.2815611;4006.284199;137254.998;0;6.633249581;26.78131734;154.3708475;1672.801296;14;1;1;0.902920026
n0;n843;e21977;1;1;;;;11.26845249;2764;0;905.9156477;3943.034066;135006.5752;0;6.92820323;28.20938007;168.2574723;835.7595881;11;1;1;0.944005746
n0;n844;e12629;1;1;;;;3.531980136;9796;0;0;1127.629652;10128.84708;0;0;6.603854498;60.46680122;3963.01106;18;1;2;0.97222878
n0;n845;e17111;1;1;;;;12.19527381;16;0;394.2080669;2070.879159;87587.47523;0;2.236067977;12.05272713;96.19383153;4057.886302;27;1;1;0.751412946
n0;n846;e30096;1;1;;;;24.94627862;1040;1295;5636.386866;15764.0126;719945.042;5;23.49324201;69.24887749;390.1264307;4156.073375;1;1;0;0.835363726
n0;n847;e8821;1;1;;;;49.7395708;602;0;0;808.4016645;6387.739161;0;0;3.556893304;27.67139323;9926.618796;1;1;2;0.369041635
n0;n849;e8846;1;1;;;;30.55520839;678;0;1006.3074;4902.037413;155623.5176;0;4.582575695;25.52269232;170.3605455;4760.78896;6;1;1;0.618127855
n0;n850;e9944;1;1;;;;21.79706718;1970;0;1234.899186;5335.486547;178060.1387;0;5.099019514;22.44487667;146.2369179;7277.405022;9;1;1;0.792255219
n0;n852;e8891;1;1;;;;6.530030078;32065;0;1506.546944;6768.681074;215813.0624;0;7.280109889;35.01658302;221.9859657;4370.937833;10;1;1;0.717940766
n0;n853;e44854;1;1;;;;23.73726174;256;0;3766.666018;12341.05152;513838.9879;0;18.54723699;61.37237871;359.1542177;4006.939906;4;1;1;0.839720562
n0;n854;e44218;1;1;;;;5.735415149;1049;0;0;286.1341897;8703.114212;0;0;1.709975947;16.35861662;4234.439277;1;1;2;0.447685725
n0;n855;e33820;1;1;;;;11.9357649;4141;0;565.3494495;3244.596073;111682.2265;0;3.16227766;18.07285676;134.618581;4234.890796;5;1;1;0.875009235
n0;n857;e8943;1;1;;;;6.101462241;82;0;125.8040805;1011.286031;48844.40827;0;1.732050808;10.44303355;70.52342175;550.0999039;3;1;1;0.269474023
n0;n858;e8951;1;1;;;;39.89513448;1;0;369.0528417;2100.358387;86079.9005;0;1.732050808;10.88180843;89.60115226;4486.575574;4;1;1;0.967435204
n0;n859;e9767;1;1;;;;3.65448244;35559;0;2222.287991;8502.698675;267314.7907;0;9.848857802;39.51175062;245.6565839;5992.786327;1;1;1;0.989204263
n0;n860;e8991;1;1;;;;6.555701732;50;0;505.5689864;2533.230967;98827.93692;0;4;18.20117692;115.927679;711.8033441;2;1;1;0.771674067
n0;n861;e15556;1;1;;;;36.44811612;4515;0;1876.701361;8545.746926;374163.9622;0;6.708203932;32.04705699;215.6130767;9477.445325;9;1;1;0.638795311
n0;n862;e9020;1;1;;;;25.46246764;2234;0;0;1326.639135;11277.69455;0;0;7.530248212;62.7440072;4403.51638;7;1;2;0.497811553
n0;n863;e9025;1;1;;;;52.44713684;1981;0;557.4943946;2619.884538;104976.611;0;3.16227766;14.5067496;111.4511937;4423.412413;2;1;1;0.242059361
n0;n864;e17886;1;1;;;;47.11073551;441;0;1273.00677;5099.602372;161963.933;0;9.746794345;36.45232795;202.6559243;789.5377117;9;1;1;0.586710724
n0;n865;e9082;1;1;;;;9.810015267;2746;0;2623.984732;9569.448607;345146.4979;0;13.60147051;49.7130073;304.0346457;4044.554133;5;1;1;0.523475444
n0;n866;e9114;1;1;;;;17.26145652;1191;0;1397.610461;5633.838353;204956.3754;0;6;25.65750155;170.0568815;7873.227133;3;1;1;0.881498652
n0;n867;e10194;1;1;;;;4.474007447;1395;0;942.1942475;4291.158315;137969.6004;0;7.141428429;29.96618353;171.5164777;1943.575681;11;1;1;0.949464084
n0;n868;e14069;1;1;;;;4.077130654;6333;0;1323.551063;6119.286695;187196.8344;0;6.8556546;32.40866492;210.024401;4346.874861;37;1;1;0.969889831
n0;n869;e39834;1;1;;;;10.09286286;1681;0;0;2060.274311;19025.77346;0;0;11.00825826;93.37516248;4986.339633;4;1;2;0.682889813
